Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All_NBA_Label,All_NBA_Target,Season_End_Year
418.0,David Duke Jr.,22.0,BRK,PG,22.0,7.0,341.0,39.0,108.0,0.361,9.0,37.0,0.243,30.0,71.0,0.423,0.403,17.0,21.0,0.81,30.0,37.0,67.0,17.0,14.0,7.0,9.0,36.0,104.0,0.0,,dukeda01,10.0,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2.0,1.8,7.1,15.9,0.0,0.3,0.3,0.048,-3.0,-0.9,-3.9,-0.2,None,0,2022
417.0,Kris Dunn,27.0,POR,PG,14.0,3.0,336.0,44.0,102.0,0.431,1.0,11.0,0.091,43.0,91.0,0.473,0.436,17.0,18.0,0.944,9.0,40.0,49.0,79.0,23.0,3.0,32.0,38.0,106.0,0.0,,dunnkr01,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3,None,0,2022
12.0,Kevin Durant,33.0,BRK,PF,55.0,55.0,2047.0,578.0,1115.0,0.518,115.0,300.0,0.383,463.0,815.0,0.568,0.57,372.0,409.0,0.91,29.0,378.0,407.0,351.0,48.0,52.0,191.0,113.0,1643.0,4.0,MVP-10ASNBA2,duranke01,25.6,0.634,0.269,0.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,6.4,2.0,8.4,0.198,6.4,0.7,7.2,4.8,NBA2,2,2022
587.0,Jaime Echenique,24.0,WAS,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,echenja01,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-5.5,-3.0,-8.5,0.0,None,0,2022
19.0,Anthony Edwards,20.0,MIN,SG,72.0,72.0,2466.0,549.0,1245.0,0.441,215.0,602.0,0.357,334.0,643.0,0.519,0.527,220.0,280.0,0.786,62.0,281.0,343.0,275.0,105.0,46.0,190.0,164.0,1533.0,0.0,,edwaran01,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,None,0,2022
504.0,Carsen Edwards,23.0,DET,SG,4.0,0.0,79.0,9.0,30.0,0.3,4.0,16.0,0.25,5.0,14.0,0.357,0.367,1.0,1.0,1.0,2.0,4.0,6.0,14.0,2.0,0.0,5.0,4.0,23.0,0.0,,edwarca01,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0.0,14.1,19.2,-0.1,0.0,-0.1,-0.075,-6.0,-3.4,-9.3,-0.1,None,0,2022
320.0,Kessler Edwards,21.0,BRK,SF,48.0,23.0,987.0,110.0,267.0,0.412,48.0,136.0,0.353,62.0,131.0,0.473,0.502,16.0,19.0,0.842,44.0,128.0,172.0,31.0,29.0,24.0,42.0,85.0,284.0,0.0,,edwarke02,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,None,0,2022
566.0,Rob Edwards,25.0,OKC,SG,2.0,0.0,11.0,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,edwarro01,-0.8,0.375,1.0,0.0,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,-0.1,0.0,0.0,-0.181,-8.3,-2.9,-11.2,0.0,None,0,2022
291.0,CJ Elleby,21.0,POR,SF,58.0,28.0,1174.0,121.0,308.0,0.393,37.0,126.0,0.294,84.0,182.0,0.462,0.453,60.0,84.0,0.714,66.0,161.0,227.0,87.0,35.0,19.0,56.0,116.0,339.0,0.0,,ellebcj01,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,None,0,2022
318.0,Wayne Ellington,34.0,LAL,SG,43.0,9.0,810.0,98.0,237.0,0.414,82.0,211.0,0.389,16.0,26.0,0.615,0.586,9.0,11.0,0.818,10.0,67.0,77.0,30.0,23.0,5.0,19.0,42.0,287.0,0.0,,ellinwa01,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,0.6,0.4,1.0,0.062,-0.7,-0.6,-1.4,0.1,None,0,2022
3.0,Joel Embiid,27.0,PHI,C,68.0,68.0,2297.0,666.0,1334.0,0.499,93.0,251.0,0.371,573.0,1083.0,0.529,0.534,654.0,803.0,0.814,146.0,650.0,796.0,284.0,77.0,99.0,214.0,181.0,2079.0,2.0,MVP-2ASNBA2,embiijo01,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,NBA2,2,2022
498.0,James Ennis III,31.0,3TM,SF,7.0,0.0,56.0,11.0,24.0,0.458,3.0,8.0,0.375,8.0,16.0,0.5,0.521,4.0,5.0,0.8,5.0,7.0,12.0,3.0,2.0,2.0,2.0,5.0,29.0,0.0,,ennisja01,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22.0,0.1,0.1,0.1,0.114,-0.1,-1.0,-1.1,0.0,None,0,2022
206.0,Drew Eubanks,24.0,2TM,C,71.0,31.0,1245.0,221.0,371.0,0.596,5.0,23.0,0.217,216.0,348.0,0.621,0.602,99.0,130.0,0.762,130.0,252.0,382.0,85.0,31.0,40.0,81.0,122.0,546.0,0.0,,eubandr01,18.0,0.638,0.062,0.35,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,0.13,-0.5,-0.9,-1.4,0.2,None,0,2022
535.0,Tacko Fall,26.0,CLE,C,11.0,1.0,59.0,5.0,12.0,0.417,0.0,0.0,,5.0,12.0,0.417,0.417,2.0,7.0,0.286,7.0,16.0,23.0,2.0,0.0,6.0,3.0,3.0,12.0,0.0,,fallta01,11.3,0.398,0.0,0.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,-0.1,0.1,0.1,0.043,-4.1,0.8,-3.4,0.0,None,0,2022
354.0,Derrick Favors,30.0,OKC,C,39.0,18.0,653.0,94.0,182.0,0.516,2.0,16.0,0.125,92.0,166.0,0.554,0.522,16.0,25.0,0.64,58.0,126.0,184.0,25.0,17.0,12.0,9.0,62.0,206.0,0.0,,favorde01,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,None,0,2022
434.0,Bruno Fernando,23.0,2TM,C,30.0,0.0,152.0,36.0,55.0,0.655,1.0,2.0,0.5,35.0,53.0,0.66,0.664,15.0,24.0,0.625,18.0,37.0,55.0,7.0,1.0,11.0,14.0,24.0,88.0,0.0,,fernabr01,21.2,0.671,0.036,0.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,0.14,-0.4,0.2,-0.1,0.1,None,0,2022
104.0,Dorian Finney-Smith,28.0,DAL,PF,80.0,80.0,2644.0,326.0,692.0,0.471,172.0,435.0,0.395,154.0,257.0,0.599,0.595,56.0,83.0,0.675,122.0,253.0,375.0,150.0,88.0,39.0,80.0,183.0,880.0,0.0,,finnedo01,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,0.121,0.1,0.7,0.8,1.9,None,0,2022
510.0,Malik Fitts,24.0,2TM,PF,15.0,0.0,63.0,8.0,19.0,0.421,5.0,10.0,0.5,3.0,9.0,0.333,0.553,0.0,0.0,,2.0,15.0,17.0,5.0,0.0,0.0,2.0,4.0,21.0,0.0,,fittsma01,10.7,0.553,0.526,0.0,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0.0,None,0,2022
366.0,Malachi Flynn,23.0,TOR,PG,44.0,5.0,537.0,72.0,183.0,0.393,30.0,90.0,0.333,42.0,93.0,0.452,0.475,15.0,24.0,0.625,10.0,53.0,63.0,70.0,20.0,4.0,13.0,45.0,189.0,0.0,,flynnma01,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,0.092,-1.8,0.4,-1.5,0.1,None,0,2022
162.0,Bryn Forbes,28.0,2TM,SG,75.0,2.0,1286.0,231.0,539.0,0.429,122.0,295.0,0.414,109.0,244.0,0.447,0.542,79.0,87.0,0.908,10.0,83.0,93.0,75.0,25.0,5.0,56.0,95.0,663.0,0.0,,forbebr01,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,None,0,2022
526.0,Aleem Ford,24.0,ORL,SF,5.0,0.0,74.0,6.0,20.0,0.3,2.0,15.0,0.133,4.0,5.0,0.8,0.35,0.0,0.0,,2.0,13.0,15.0,2.0,1.0,0.0,4.0,7.0,14.0,0.0,,fordal03,0.5,0.35,0.75,0.0,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,None,0,2022
364.0,Trent Forrest,23.0,UTA,PG,60.0,6.0,765.0,76.0,155.0,0.49,5.0,27.0,0.185,71.0,128.0,0.555,0.506,38.0,48.0,0.792,23.0,76.0,99.0,106.0,30.0,6.0,48.0,43.0,195.0,0.0,,forretr01,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,0.084,-2.3,1.2,-1.0,0.2,None,0,2022
65.0,Evan Fournier,29.0,NYK,SG,80.0,80.0,2358.0,402.0,965.0,0.417,241.0,619.0,0.389,161.0,346.0,0.465,0.541,80.0,113.0,0.708,34.0,176.0,210.0,171.0,79.0,20.0,105.0,180.0,1125.0,0.0,,fournev01,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,0.075,-0.4,-0.3,-0.7,0.7,None,0,2022
32.0,De'Aaron Fox,24.0,SAC,PG,59.0,59.0,2083.0,516.0,1092.0,0.473,74.0,249.0,0.297,442.0,843.0,0.524,0.506,261.0,348.0,0.75,25.0,206.0,231.0,330.0,68.0,25.0,168.0,172.0,1367.0,0.0,,foxde01,17.4,0.549,0.228,0.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,1.5,1.0,2.5,0.058,0.6,-1.2,-0.6,0.7,None,0,2022
488.0,Melvin Frazier,25.0,OKC,SG,3.0,0.0,120.0,13.0,48.0,0.271,1.0,21.0,0.048,12.0,27.0,0.444,0.281,5.0,7.0,0.714,5.0,8.0,13.0,1.0,1.0,0.0,3.0,8.0,32.0,0.0,,frazime01,-0.4,0.313,0.438,0.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,-0.4,0.0,-0.4,-0.16,-9.7,-6.7,-16.4,-0.4,None,0,2022
482.0,Tim Frazier,31.0,2TM,PG,12.0,3.0,208.0,14.0,45.0,0.311,6.0,17.0,0.353,8.0,28.0,0.286,0.378,5.0,9.0,0.556,5.0,14.0,19.0,34.0,3.0,1.0,15.0,27.0,39.0,0.0,,fraziti01,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,-0.3,0.1,-0.2,-0.046,-6.8,-1.8,-8.6,-0.3,None,0,2022
365.0,Markelle Fultz,23.0,ORL,PG,18.0,3.0,360.0,83.0,175.0,0.474,4.0,17.0,0.235,79.0,158.0,0.5,0.486,25.0,31.0,0.806,4.0,45.0,49.0,99.0,20.0,5.0,40.0,22.0,195.0,0.0,,fultzma01,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0.0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,None,0,2022
398.0,Wenyen Gabriel,24.0,3TM,PF,26.0,5.0,358.0,54.0,110.0,0.491,8.0,28.0,0.286,46.0,82.0,0.561,0.527,25.0,42.0,0.595,39.0,58.0,97.0,14.0,5.0,11.0,16.0,68.0,141.0,0.0,,gabriwe01,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,None,0,2022
156.0,Daniel Gafford,23.0,WAS,C,72.0,53.0,1444.0,285.0,411.0,0.693,0.0,1.0,0.0,285.0,410.0,0.695,0.693,107.0,153.0,0.699,155.0,252.0,407.0,68.0,30.0,99.0,65.0,170.0,677.0,0.0,,gaffoda01,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,None,0,2022
130.0,Danilo Gallinari,33.0,ATL,PF,66.0,18.0,1672.0,259.0,597.0,0.434,112.0,294.0,0.381,147.0,303.0,0.485,0.528,141.0,156.0,0.904,35.0,273.0,308.0,101.0,28.0,12.0,38.0,93.0,771.0,0.0,,gallida01,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,0.105,1.0,-1.2,-0.2,0.8,None,0,2022
529.0,Langston Galloway,30.0,2TM,SG,7.0,0.0,107.0,6.0,26.0,0.231,2.0,16.0,0.125,4.0,10.0,0.4,0.269,0.0,0.0,,3.0,15.0,18.0,12.0,1.0,0.0,6.0,7.0,14.0,0.0,,gallola01,0.7,0.269,0.615,0.0,3.1,14.7,9.0,13.7,0.4,0.0,18.8,12.8,-0.3,0.1,-0.2,-0.1,-8.0,-1.8,-9.8,-0.2,None,0,2022
21.0,Darius Garland,22.0,CLE,PG,68.0,68.0,2430.0,542.0,1173.0,0.462,174.0,454.0,0.383,368.0,719.0,0.512,0.536,215.0,241.0,0.892,39.0,185.0,224.0,583.0,89.0,7.0,248.0,115.0,1473.0,1.0,AS,garlada01,19.0,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,3.8,2.5,6.3,0.125,3.4,-0.8,2.6,2.8,None,0,2022
530.0,Marcus Garrett,23.0,MIA,SG,12.0,0.0,128.0,5.0,21.0,0.238,1.0,4.0,0.25,4.0,17.0,0.235,0.262,2.0,5.0,0.4,9.0,14.0,23.0,7.0,5.0,3.0,2.0,16.0,13.0,0.0,,garrema01,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,-0.1,0.2,0.1,0.032,-6.4,1.0,-5.4,-0.1,None,0,2022
472.0,Usman Garuba,19.0,HOU,PF,24.0,2.0,239.0,19.0,44.0,0.432,5.0,20.0,0.25,14.0,24.0,0.583,0.489,5.0,7.0,0.714,21.0,62.0,83.0,17.0,10.0,11.0,6.0,28.0,48.0,0.0,,garubus01,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,None,0,2022
369.0,Luka Garza,23.0,DET,C,32.0,5.0,389.0,66.0,147.0,0.449,16.0,49.0,0.327,50.0,98.0,0.51,0.503,38.0,61.0,0.623,58.0,42.0,100.0,20.0,9.0,6.0,18.0,55.0,186.0,0.0,,garzalu01,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2.0,-2.5,-0.1,None,0,2022
246.0,Rudy Gay,35.0,UTA,PF,55.0,1.0,1038.0,157.0,379.0,0.414,70.0,203.0,0.345,87.0,176.0,0.494,0.507,62.0,79.0,0.785,55.0,187.0,242.0,56.0,25.0,19.0,47.0,95.0,446.0,0.0,,gayru01,13.0,0.539,0.536,0.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1.0,0.3,None,0,2022
134.0,Paul George,31.0,LAC,PF,31.0,31.0,1077.0,268.0,636.0,0.421,91.0,257.0,0.354,177.0,379.0,0.467,0.493,127.0,148.0,0.858,12.0,201.0,213.0,176.0,67.0,13.0,126.0,74.0,754.0,0.0,,georgpa01,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,None,0,2022
341.0,Taj Gibson,36.0,NYK,C,52.0,4.0,946.0,86.0,166.0,0.518,15.0,38.0,0.395,71.0,128.0,0.555,0.563,42.0,52.0,0.808,88.0,141.0,229.0,32.0,22.0,40.0,27.0,137.0,229.0,0.0,,gibsota01,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,0.135,-3.0,1.0,-2.0,0.0,None,0,2022
157.0,Josh Giddey,19.0,OKC,SF,54.0,54.0,1700.0,281.0,670.0,0.419,56.0,213.0,0.263,225.0,457.0,0.492,0.461,56.0,79.0,0.709,98.0,323.0,421.0,345.0,51.0,20.0,171.0,88.0,674.0,4.0,,giddejo01,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5,None,0,2022
30.0,Shai Gilgeous-Alexander,23.0,OKC,PG,56.0,56.0,1942.0,477.0,1052.0,0.453,89.0,297.0,0.3,388.0,755.0,0.514,0.496,328.0,405.0,0.81,37.0,241.0,278.0,331.0,71.0,46.0,154.0,142.0,1371.0,1.0,,gilgesh01,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,None,0,2022
372.0,Anthony Gill,29.0,WAS,PF,44.0,0.0,463.0,62.0,109.0,0.569,14.0,26.0,0.538,48.0,83.0,0.578,0.633,42.0,52.0,0.808,33.0,52.0,85.0,27.0,5.0,11.0,18.0,58.0,180.0,0.0,,gillan01,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0.0,None,0,2022
508.0,Freddie Gillespie,24.0,ORL,PF,9.0,2.0,119.0,9.0,22.0,0.409,0.0,1.0,0.0,9.0,21.0,0.429,0.409,3.0,7.0,0.429,13.0,23.0,36.0,5.0,3.0,9.0,5.0,18.0,21.0,0.0,,gillefr01,9.5,0.419,0.045,0.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,-0.1,0.2,0.1,0.049,-5.6,1.0,-4.6,-0.1,None,0,2022
74.0,Rudy Gobert,29.0,UTA,C,66.0,66.0,2120.0,362.0,508.0,0.713,0.0,4.0,0.0,362.0,504.0,0.718,0.713,303.0,439.0,0.69,241.0,727.0,968.0,72.0,45.0,137.0,119.0,176.0,1027.0,0.0,DPOY-3ASDEF1,goberru01,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,7.3,4.3,11.7,0.264,2.9,1.7,4.6,3.6,None,0,2022
376.0,Brandon Goodwin,26.0,CLE,PG,36.0,5.0,502.0,64.0,154.0,0.416,19.0,55.0,0.345,45.0,99.0,0.455,0.477,24.0,38.0,0.632,14.0,53.0,67.0,91.0,25.0,1.0,36.0,39.0,171.0,0.0,,goodwbr01,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,None,0,2022
588.0,Jordan Goodwin,23.0,WAS,SG,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,goodwjo01,-20.4,0.0,0.333,0.0,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,-0.1,0.0,-0.1,-0.533,-24.7,-9.4,-34.1,0.0,None,0,2022
64.0,Aaron Gordon,26.0,DEN,PF,75.0,75.0,2376.0,434.0,834.0,0.52,87.0,260.0,0.335,347.0,574.0,0.605,0.573,171.0,230.0,0.743,125.0,314.0,439.0,188.0,44.0,44.0,133.0,148.0,1126.0,0.0,,gordoaa01,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,None,0,2022
131.0,Eric Gordon,33.0,HOU,SG,57.0,46.0,1669.0,268.0,564.0,0.475,124.0,301.0,0.412,144.0,263.0,0.548,0.585,105.0,135.0,0.778,15.0,98.0,113.0,154.0,28.0,18.0,107.0,63.0,765.0,0.0,,gordoer01,12.1,0.614,0.534,0.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,1.5,-0.1,1.4,0.04,-0.1,-2.2,-2.3,-0.1,None,0,2022
100.0,Devonte' Graham,26.0,NOP,PG,76.0,63.0,2162.0,296.0,815.0,0.363,192.0,563.0,0.341,104.0,252.0,0.413,0.481,118.0,140.0,0.843,37.0,140.0,177.0,316.0,71.0,12.0,105.0,95.0,902.0,0.0,,grahade01,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1.0,0.5,None,0,2022
99.0,Jerami Grant,27.0,DET,PF,47.0,47.0,1500.0,298.0,699.0,0.426,91.0,254.0,0.358,207.0,445.0,0.465,0.491,217.0,259.0,0.838,28.0,163.0,191.0,111.0,44.0,49.0,85.0,107.0,904.0,0.0,,grantje01,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,0.075,1.4,-0.2,1.2,1.2,None,0,2022
469.0,Hassani Gravett,25.0,ORL,PG,8.0,3.0,171.0,18.0,38.0,0.474,11.0,26.0,0.423,7.0,12.0,0.583,0.618,3.0,4.0,0.75,1.0,20.0,21.0,20.0,5.0,1.0,9.0,13.0,50.0,0.0,,graveha01,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17.0,1.4,0.5,18.5,12.3,0.1,0.1,0.3,0.071,-2.4,0.2,-2.3,0.0,None,0,2022
272.0,Danny Green,34.0,PHI,SF,62.0,28.0,1353.0,126.0,320.0,0.394,103.0,271.0,0.38,23.0,49.0,0.469,0.555,11.0,14.0,0.786,32.0,125.0,157.0,64.0,60.0,37.0,45.0,105.0,366.0,0.0,,greenda02,9.5,0.561,0.847,0.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,0.3,1.6,1.9,0.067,-1.4,0.8,-0.5,0.5,None,0,2022
283.0,Draymond Green,31.0,GSW,PF,46.0,44.0,1329.0,135.0,257.0,0.525,16.0,54.0,0.296,119.0,203.0,0.586,0.556,60.0,91.0,0.659,45.0,291.0,336.0,320.0,61.0,50.0,139.0,136.0,346.0,1.0,DPOY-10ASDEF2,greendr01,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.131,-1.4,4.6,3.2,1.8,None,0,2022
251.0,JaMychal Green,31.0,DEN,PF,67.0,8.0,1085.0,159.0,327.0,0.486,33.0,124.0,0.266,126.0,203.0,0.621,0.537,81.0,93.0,0.871,81.0,200.0,281.0,59.0,43.0,26.0,57.0,158.0,432.0,0.0,,greenja01,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2.0,0.1,-1.8,0.0,None,0,2022
236.0,Javonte Green,28.0,CHI,SF,65.0,45.0,1519.0,176.0,325.0,0.542,36.0,101.0,0.356,140.0,224.0,0.625,0.597,80.0,96.0,0.833,91.0,185.0,276.0,60.0,67.0,32.0,30.0,132.0,468.0,0.0,,greenja02,14.0,0.637,0.311,0.295,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,2.9,1.5,4.4,0.139,-0.6,0.7,0.1,0.8,None,0,2022
60.0,Jalen Green,19.0,HOU,SG,67.0,67.0,2138.0,406.0,954.0,0.426,157.0,458.0,0.343,249.0,496.0,0.502,0.508,188.0,236.0,0.797,33.0,193.0,226.0,176.0,44.0,18.0,135.0,103.0,1157.0,0.0,ROY-4,greenja05,12.5,0.547,0.48,0.247,1.7,10.0,5.8,13.1,1.0,0.8,11.3,23.7,0.5,0.2,0.7,0.015,-0.5,-2.4,-2.9,-0.5,None,0,2022
128.0,Jeff Green,35.0,DEN,PF,75.0,63.0,1849.0,277.0,529.0,0.524,53.0,168.0,0.315,224.0,361.0,0.62,0.574,165.0,198.0,0.833,41.0,190.0,231.0,96.0,28.0,27.0,71.0,151.0,772.0,0.0,,greenje02,12.5,0.627,0.318,0.374,2.6,11.1,7.0,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,None,0,2022
303.0,Josh Green,21.0,DAL,SG,67.0,3.0,1039.0,130.0,256.0,0.508,28.0,78.0,0.359,102.0,178.0,0.573,0.563,31.0,45.0,0.689,52.0,109.0,161.0,79.0,45.0,14.0,44.0,115.0,319.0,0.0,,greenjo02,11.9,0.578,0.305,0.176,5.6,11.7,8.6,11.0,2.2,1.2,13.8,13.9,1.0,1.4,2.4,0.111,-2.4,1.4,-1.0,0.3,None,0,2022
279.0,Blake Griffin,32.0,BRK,C,56.0,24.0,958.0,133.0,313.0,0.425,38.0,145.0,0.262,95.0,168.0,0.565,0.486,55.0,76.0,0.724,60.0,168.0,228.0,105.0,27.0,14.0,31.0,95.0,359.0,0.0,,griffbl01,13.7,0.518,0.463,0.243,7.0,18.6,13.0,15.0,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.5,0.3,None,0,2022
324.0,Quentin Grimes,21.0,NYK,SG,46.0,6.0,786.0,95.0,235.0,0.404,72.0,189.0,0.381,23.0,46.0,0.5,0.557,13.0,19.0,0.684,24.0,70.0,94.0,44.0,31.0,11.0,28.0,72.0,275.0,0.0,,grimequ01,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2.0,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3,None,0,2022
448.0,Kyle Guy,24.0,MIA,SG,19.0,0.0,186.0,26.0,65.0,0.4,14.0,40.0,0.35,12.0,25.0,0.48,0.508,8.0,12.0,0.667,4.0,13.0,17.0,17.0,7.0,1.0,13.0,12.0,74.0,0.0,,guyky01,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1,None,0,2022
233.0,Rui Hachimura,23.0,WAS,PF,42.0,13.0,943.0,187.0,381.0,0.491,55.0,123.0,0.447,132.0,258.0,0.512,0.563,46.0,66.0,0.697,25.0,135.0,160.0,48.0,23.0,9.0,33.0,53.0,475.0,0.0,,hachiru01,14.9,0.579,0.323,0.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.4,0.1,None,0,2022
