Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
273,Corey Brewer,30,HOU,SF,58,8,923,94,227,.414,22,94,.234,72,133,.541,.463,32,44,.727,21,93,114,61,37,12,36,104,242,0,,breweco01
273,Corey Brewer,30,LAL,SF,24,3,358,53,121,.438,5,24,.208,48,97,.495,.459,18,24,.750,11,41,52,36,24,8,19,29,129,0,,breweco01
274,Jerian Grant,24,CHI,PG,63,28,1028,128,301,.425,49,134,.366,79,167,.473,.507,65,73,.890,17,94,111,121,47,8,44,93,370,0,,grantje02
275,Aron Baynes,30,DET,C,75,2,1163,143,279,.513,0,0,,143,279,.513,.513,79,94,.840,111,222,333,32,17,39,50,166,365,0,,baynear01
276,Randy Foye,33,BRK,SG,69,40,1284,118,325,.363,67,203,.330,51,122,.418,.466,54,63,.857,9,146,155,135,35,9,80,99,357,0,,foyera01
277,J.R. Smith,31,CLE,SG,41,35,1187,123,356,.346,95,271,.351,28,85,.329,.479,10,15,.667,17,96,113,62,40,11,26,77,351,0,,smithjr01
278,Dorian Finney-Smith,23,DAL,PF,81,35,1642,124,333,.372,56,191,.293,68,142,.479,.456,46,61,.754,55,167,222,67,52,25,45,125,350,0,,finnedo01
279,Alan Williams,24,PHO,C,47,0,708,138,267,.517,0,1,.000,138,266,.519,.517,70,112,.625,94,198,292,23,27,32,37,125,346,0,,willial03
280,Stanley Johnson,20,DET,SF,77,1,1371,129,365,.353,45,154,.292,84,211,.398,.415,36,53,.679,36,153,189,105,56,24,71,121,339,0,,johnsst04
281,Boris Diaw,34,UTA,PF,73,33,1283,146,327,.446,20,81,.247,126,246,.512,.477,26,35,.743,46,112,158,170,18,9,87,83,338,0,,diawbo01
282,Spencer Hawes,28,2TM,PF,54,1,797,134,277,.484,25,81,.309,109,196,.556,.529,44,52,.846,38,153,191,81,15,30,49,77,337,0,,hawessp01
282,Spencer Hawes,28,CHO,PF,35,1,626,104,218,.477,16,55,.291,88,163,.540,.514,30,34,.882,32,114,146,62,13,26,40,61,254,0,,hawessp01
282,Spencer Hawes,28,MIL,PF,19,0,171,30,59,.508,9,26,.346,21,33,.636,.585,14,18,.778,6,39,45,19,2,4,9,16,83,0,,hawessp01
283,Taurean Prince,22,ATL,SF,59,10,981,114,285,.400,33,102,.324,81,183,.443,.458,74,94,.787,25,132,157,55,43,27,61,96,335,0,,princta02
284,Jodie Meeks,29,ORL,SG,36,10,738,103,256,.402,56,137,.409,47,119,.395,.512,65,74,.878,5,72,77,45,34,4,36,41,327,0,,meeksjo01
285,Noah Vonleh,21,POR,PF,74,41,1265,130,270,.481,7,20,.350,123,250,.492,.494,60,94,.638,131,256,387,31,30,27,64,154,327,0,,vonleno01
286,Luke Babbitt,27,MIA,SF,68,55,1065,113,281,.402,87,210,.414,26,71,.366,.557,11,15,.733,12,129,141,36,20,11,25,118,324,0,,babbilu01
287,Aaron Brooks,32,IND,PG,65,0,894,121,300,.403,48,128,.375,73,172,.424,.483,32,40,.800,18,51,69,125,25,9,66,93,322,0,,brookaa01
288,Mario Hezonja,21,ORL,SF,65,2,960,117,330,.355,43,144,.299,74,186,.398,.420,40,50,.800,20,126,146,62,30,15,58,74,317,0,,hezonma01
289,Cristiano Felício,24,CHI,C,66,0,1040,128,221,.579,0,0,,128,221,.579,.579,60,93,.645,124,187,311,40,25,17,33,110,316,0,,feliccr01
290,David West,36,GSW,C,68,0,854,135,252,.536,3,8,.375,132,244,.541,.542,43,56,.768,47,156,203,151,42,48,78,105,316,0,,westda01
291,Ramon Sessions,30,CHO,PG,50,1,811,100,263,.380,21,62,.339,79,201,.393,.420,91,118,.771,11,62,73,129,27,3,46,43,312,0,,sessira01
292,Jason Terry,39,MIL,SG,74,0,1365,105,243,.432,73,171,.427,32,72,.444,.582,24,29,.828,15,91,106,98,46,20,36,95,307,0,,terryja01
293,Juancho Hernangómez,21,DEN,PF,62,9,842,101,224,.451,46,113,.407,55,111,.495,.554,57,76,.750,43,144,187,29,30,12,31,62,305,0,,hernaju01
294,Derrick Williams,25,2TM,PF,50,11,804,108,244,.443,30,97,.309,78,147,.531,.504,58,89,.652,19,111,130,28,14,7,28,60,304,0,,willide02
294,Derrick Williams,25,MIA,PF,25,11,377,54,137,.394,9,45,.200,45,92,.489,.427,31,50,.620,16,57,73,14,9,5,14,33,148,0,,willide02
294,Derrick Williams,25,CLE,PF,25,0,427,54,107,.505,21,52,.404,33,55,.600,.603,27,39,.692,3,54,57,14,5,2,14,27,156,0,,willide02
295,Dāvis Bertāns,24,SAS,PF,67,6,808,103,234,.440,69,173,.399,34,61,.557,.588,28,34,.824,22,76,98,46,20,28,32,75,303,0,,bertada01
296,Jonas Jerebko,29,BOS,PF,78,6,1232,114,262,.435,45,130,.346,69,132,.523,.521,26,37,.703,59,213,272,71,25,17,39,122,299,0,,jerebjo01
297,Michael Carter-Williams,25,CHI,PG,45,19,846,112,306,.366,15,64,.234,97,242,.401,.391,58,77,.753,24,129,153,113,38,23,66,102,297,0,,cartemi01
298,Kris Dunn,22,MIN,PG,78,7,1333,118,313,.377,21,73,.288,97,240,.404,.411,36,59,.610,24,142,166,188,78,36,89,178,293,0,,dunnkr01
299,Brandon Bass,31,LAC,PF,52,0,577,107,186,.575,1,3,.333,106,183,.579,.578,77,88,.875,43,86,129,21,14,11,29,45,292,0,,bassbr01
300,Denzel Valentine,23,CHI,SG,57,0,976,102,288,.354,73,208,.351,29,80,.363,.481,14,18,.778,11,140,151,63,30,7,49,86,291,0,,valende01
301,Skal Labissière,20,SAC,PF,33,12,612,117,218,.537,3,8,.375,114,210,.543,.544,52,74,.703,51,111,162,27,16,13,37,64,289,0,,labissk01
302,Trey Burke,24,WAS,PG,57,0,703,116,255,.455,31,70,.443,85,185,.459,.516,22,29,.759,7,40,47,100,11,5,48,54,285,0,,burketr01
303,Ivica Zubac,19,LAL,C,38,11,609,126,238,.529,0,3,.000,126,235,.536,.529,32,49,.653,41,118,159,30,14,33,30,66,284,0,,zubaciv01
304,Alec Burks,25,UTA,SG,42,0,653,99,248,.399,25,76,.329,74,172,.430,.450,60,78,.769,17,103,120,30,18,5,35,50,283,0,,burksal01
305,Patrick McCaw,21,GSW,SG,71,20,1074,106,245,.433,41,123,.333,65,122,.533,.516,29,37,.784,21,79,100,77,32,15,36,62,282,0,,mccawpa01
306,Rodney Stuckey,30,IND,PG,39,0,696,91,244,.373,19,60,.317,72,184,.391,.412,80,107,.748,6,78,84,84,16,0,53,44,281,0,,stuckro01
307,C.J. Watson,32,ORL,PG,62,9,1012,96,248,.387,32,105,.305,64,143,.448,.452,57,66,.864,16,73,89,114,43,2,47,84,281,0,,watsocj01
308,Lance Thomas,28,NYK,PF,46,15,968,97,244,.398,38,85,.447,59,159,.371,.475,43,51,.843,32,110,142,35,21,5,25,85,275,0,,thomala01
309,Mike Dunleavy,36,2TM,SF,53,2,841,93,220,.423,53,134,.396,40,86,.465,.543,36,45,.800,18,97,115,50,15,7,28,67,275,0,,dunlemi02
309,Mike Dunleavy,36,CLE,SF,23,2,366,36,90,.400,20,57,.351,16,33,.485,.511,14,19,.737,5,42,47,20,6,2,14,32,106,0,,dunlemi02
309,Mike Dunleavy,36,ATL,SF,30,0,475,57,130,.438,33,77,.429,24,53,.453,.565,22,26,.846,13,55,68,30,9,5,14,35,169,0,,dunlemi02
310,Anthony Morrow,31,2TM,SG,49,7,714,98,252,.389,41,133,.308,57,119,.479,.470,34,37,.919,12,19,31,25,24,2,6,44,271,0,,morroan01
310,Anthony Morrow,31,OKC,SG,40,7,627,86,223,.386,35,119,.294,51,104,.490,.464,23,26,.885,11,18,29,19,22,2,6,40,230,0,,morroan01
310,Anthony Morrow,31,CHI,SG,9,0,87,12,29,.414,6,14,.429,6,15,.400,.517,11,11,1.000,1,1,2,6,2,0,0,4,41,0,,morroan01
311,Jordan Crawford,28,NOP,SG,19,0,442,105,218,.482,37,95,.389,68,123,.553,.567,20,26,.769,4,30,34,57,11,2,25,30,267,0,,crawfjo02
312,Darrell Arthur,28,DEN,PF,41,7,639,95,215,.442,53,117,.453,42,98,.429,.565,19,22,.864,25,87,112,42,19,21,36,76,262,0,,arthuda01
313,Gerald Green,31,BOS,SF,47,0,538,95,232,.409,39,111,.351,56,121,.463,.494,33,41,.805,16,68,84,33,9,7,25,48,262,0,,greenge01
314,Kris Humphries,31,ATL,PF,56,4,689,87,214,.407,19,54,.352,68,160,.425,.451,64,82,.780,60,146,206,29,15,21,28,69,257,0,,humphkr01
315,Lucas Nogueira,24,TOR,C,57,6,1088,103,156,.660,3,12,.250,100,144,.694,.670,44,67,.657,82,162,244,42,52,89,46,137,253,0,,noguelu01
316,Kyle Anderson,23,SAS,SF,72,14,1020,93,209,.445,15,40,.375,78,169,.462,.481,45,57,.789,33,175,208,91,51,26,39,63,246,0,,anderky01
317,Thomas Robinson,25,LAL,PF,48,1,560,105,196,.536,0,1,.000,105,195,.538,.536,31,66,.470,84,139,223,31,26,9,46,76,241,0,,robinth01
318,Paul Zipser,22,CHI,SF,44,18,843,88,221,.398,33,99,.333,55,122,.451,.473,31,40,.775,15,110,125,36,15,16,40,78,240,0,,zipsepa01
319,Joakim Noah,31,NYK,C,46,46,1015,99,202,.490,0,1,.000,99,201,.493,.490,34,78,.436,162,241,403,103,30,37,58,127,232,0,,noahjo01
320,Kevin Séraphin,27,IND,PF,49,3,559,109,198,.551,0,2,.000,109,196,.556,.551,14,22,.636,41,101,142,23,7,20,29,66,232,0,,serapke01
321,Pascal Siakam,22,TOR,PF,55,38,859,103,205,.502,1,7,.143,102,198,.515,.505,22,32,.688,64,121,185,17,26,45,33,109,229,0,,siakapa01
322,Tyler Ennis,22,2TM,PG,53,2,588,90,208,.433,27,70,.386,63,138,.457,.498,21,25,.840,9,36,45,86,25,2,45,58,228,0,,ennisty01
322,Tyler Ennis,22,HOU,PG,31,0,196,25,64,.391,6,16,.375,19,48,.396,.438,2,3,.667,4,15,19,34,6,0,24,29,58,0,,ennisty01
322,Tyler Ennis,22,LAL,PG,22,2,392,65,144,.451,21,54,.389,44,90,.489,.524,19,22,.864,5,21,26,52,19,2,21,29,170,0,,ennisty01
323,Beno Udrih,34,DET,PG,39,0,560,92,197,.467,11,32,.344,81,165,.491,.495,32,34,.941,6,51,57,131,13,0,36,29,227,0,,udrihbe01
324,Thon Maker,19,MIL,C,57,34,562,83,181,.459,28,74,.378,55,107,.514,.536,32,49,.653,40,74,114,23,10,26,17,84,226,0,,makerth01
325,Quincy Acy,26,2TM,PF,38,1,558,70,170,.412,37,90,.411,33,80,.413,.521,45,60,.750,20,95,115,18,14,15,21,67,222,0,,acyqu01
325,Quincy Acy,26,DAL,PF,6,0,48,5,17,.294,1,7,.143,4,10,.400,.324,2,3,.667,2,6,8,0,0,0,2,9,13,0,,acyqu01
325,Quincy Acy,26,BRK,PF,32,1,510,65,153,.425,36,83,.434,29,70,.414,.542,43,57,.754,18,89,107,18,14,15,19,58,209,0,,acyqu01
326,Roy Hibbert,30,2TM,C,48,13,682,80,147,.544,0,0,,80,147,.544,.544,61,75,.813,54,98,152,21,8,46,32,100,221,0,,hibbero01
326,Roy Hibbert,30,CHO,C,42,13,671,78,144,.542,0,0,,78,144,.542,.542,61,75,.813,53,97,150,20,8,44,31,97,217,0,,hibbero01
326,Roy Hibbert,30,DEN,C,6,0,11,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,1,2,1,0,2,1,3,4,0,,hibbero01
327,Marcus Thornton,29,WAS,SG,33,1,575,84,210,.400,28,80,.350,56,130,.431,.467,23,27,.852,22,54,76,41,19,3,25,48,219,0,,thornma01
328,Shabazz Napier,25,POR,PG,53,2,512,73,183,.399,34,92,.370,39,91,.429,.492,38,49,.776,8,53,61,67,32,2,41,38,218,0,,napiesh01
329,Ron Baker,23,NYK,SG,52,13,857,82,217,.378,23,86,.267,59,131,.450,.431,28,43,.651,12,86,98,107,34,8,56,74,215,0,,bakerro01
330,Salah Mejri,30,DAL,C,73,11,905,88,137,.642,1,3,.333,87,134,.649,.646,36,61,.590,97,211,308,14,32,61,40,152,213,0,,mejrisa01
331,Chandler Parsons,28,MEM,SF,34,34,675,75,222,.338,25,93,.269,50,129,.388,.394,35,43,.814,6,78,84,55,20,5,24,52,210,0,,parsoch01
332,Tyus Jones,20,MIN,PG,60,0,774,75,181,.414,26,73,.356,49,108,.454,.486,33,43,.767,10,57,67,156,48,5,38,50,209,0,,jonesty01
333,Alexis Ajinça,28,NOP,C,39,15,584,89,178,.500,0,4,.000,89,174,.511,.500,29,40,.725,46,131,177,12,20,22,31,77,207,0,,ajincal01
334,K.J. McDaniels,23,2TM,SF,49,0,505,77,169,.456,20,66,.303,57,103,.553,.515,32,38,.842,15,67,82,13,19,18,29,49,206,0,,mcdankj01
334,K.J. McDaniels,23,HOU,SF,29,0,212,31,68,.456,9,27,.333,22,41,.537,.522,9,10,.900,6,24,30,4,7,8,10,24,80,0,,mcdankj01
334,K.J. McDaniels,23,BRK,SF,20,0,293,46,101,.455,11,39,.282,35,62,.565,.510,23,28,.821,9,43,52,9,12,10,19,25,126,0,,mcdankj01
335,Hollis Thompson,25,2TM,SG,40,9,752,77,200,.385,32,95,.337,45,105,.429,.465,19,29,.655,19,93,112,35,20,6,11,69,205,0,,thompho01
335,Hollis Thompson,25,PHI,SG,31,1,561,66,159,.415,26,71,.366,40,88,.455,.497,13,20,.650,15,69,84,26,14,6,9,55,171,0,,thompho01
335,Hollis Thompson,25,NOP,SG,9,8,191,11,41,.268,6,24,.250,5,17,.294,.341,6,9,.667,4,24,28,9,6,0,2,14,34,0,,thompho01
336,Ed Davis,27,POR,PF,46,12,789,75,142,.528,0,0,,75,142,.528,.528,50,81,.617,96,148,244,26,15,22,37,137,200,0,,davised01
337,Brandon Rush,31,MIN,SG,47,33,1030,70,187,.374,44,114,.386,26,73,.356,.492,13,18,.722,16,83,99,45,22,23,28,42,197,0,,rushbr01
338,Justise Winslow,20,MIA,SF,18,15,625,80,225,.356,7,35,.200,73,190,.384,.371,29,47,.617,23,71,94,66,26,6,33,52,196,0,,winslju01
339,Boban Marjanović,28,DET,C,35,0,293,72,132,.545,0,0,,72,132,.545,.545,47,58,.810,46,84,130,9,6,12,10,25,191,0,,marjabo01
340,Brandan Wright,29,MEM,PF,28,5,447,83,135,.615,0,1,.000,83,134,.619,.615,23,35,.657,31,47,78,15,11,20,10,42,189,0,,wrighbr03
341,Wesley Johnson,29,LAC,SF,68,3,810,73,200,.365,29,118,.246,44,82,.537,.438,11,17,.647,26,155,181,23,29,30,18,83,186,0,,johnswe01
342,Omri Casspi,28,3TM,PF,36,2,643,77,164,.470,15,43,.349,62,121,.512,.515,17,29,.586,27,85,112,37,23,3,29,50,186,0,,casspom01
342,Omri Casspi,28,SAC,PF,22,2,397,53,117,.453,11,29,.379,42,88,.477,.500,12,21,.571,20,70,90,26,10,1,17,23,129,0,,casspom01
342,Omri Casspi,28,NOP,PF,1,0,24,5,9,.556,2,4,.500,3,5,.600,.667,0,0,,1,1,2,0,0,0,2,3,12,0,,casspom01
342,Omri Casspi,28,MIN,PF,13,0,222,19,38,.500,2,10,.200,17,28,.607,.526,5,8,.625,6,14,20,11,13,2,10,24,45,0,,casspom01
343,Troy Williams,22,2TM,SF,30,16,557,73,167,.437,18,62,.290,55,105,.524,.491,21,32,.656,15,54,69,25,27,10,32,60,185,0,,willitr02
343,Troy Williams,22,MEM,SF,24,13,418,51,123,.415,10,41,.244,41,82,.500,.455,15,25,.600,6,39,45,19,24,9,26,42,127,0,,willitr02
343,Troy Williams,22,HOU,SF,6,3,139,22,44,.500,8,21,.381,14,23,.609,.591,6,7,.857,9,15,24,6,3,1,6,18,58,0,,willitr02
344,Luis Scola,36,BRK,PF,36,1,461,71,151,.470,17,50,.340,54,101,.535,.526,25,37,.676,51,88,139,37,14,4,34,63,184,0,,scolalu01
345,Semaj Christon,24,OKC,PG,64,1,973,77,223,.345,12,63,.190,65,160,.406,.372,17,31,.548,19,68,87,130,28,7,43,79,183,0,,chrisse01
346,Isaiah Canaan,25,CHI,SG,39,0,592,63,173,.364,25,94,.266,38,79,.481,.436,30,33,.909,6,44,50,37,22,1,21,35,181,0,,canaais01
347,Tyler Zeller,27,BOS,C,51,5,525,78,158,.494,0,1,.000,78,157,.497,.494,22,39,.564,43,81,124,42,7,21,20,61,178,0,,zellety01
348,Lavoy Allen,27,IND,PF,61,5,871,77,168,.458,0,1,.000,77,167,.461,.458,23,33,.697,105,114,219,57,18,24,29,78,177,0,,allenla01
349,Ian Mahinmi,30,WAS,C,31,0,555,65,111,.586,0,0,,65,111,.586,.586,43,75,.573,47,103,150,19,33,24,34,90,173,0,,mahinia01
350,Derrick Jones Jr.,19,PHO,SF,32,8,545,68,121,.562,3,11,.273,65,110,.591,.574,29,41,.707,39,40,79,12,14,13,13,63,168,0,,jonesde02
351,Kay Felder,21,CLE,PG,42,0,386,62,158,.392,7,22,.318,55,136,.404,.415,35,49,.714,3,38,41,58,18,7,30,38,166,0,,feldeka01
352,Jarell Martin,22,MEM,PF,42,3,558,58,151,.384,9,25,.360,49,126,.389,.414,40,50,.800,42,120,162,8,17,9,28,91,165,0,,martija01
353,Jakob Poeltl,21,TOR,C,54,4,626,67,115,.583,0,0,,67,115,.583,.583,31,57,.544,78,87,165,12,17,20,29,113,165,0,,poeltja01
354,Jordan McRae,25,CLE,SG,37,4,384,58,150,.387,18,51,.353,40,99,.404,.447,27,34,.794,6,35,41,19,8,6,14,31,161,0,,mcraejo01
355,Cameron Payne,22,2TM,PG,31,0,462,64,193,.332,27,86,.314,37,107,.346,.402,5,8,.625,3,45,48,55,14,4,29,52,160,0,,payneca01
355,Cameron Payne,22,OKC,PG,20,0,320,43,130,.331,16,52,.308,27,78,.346,.392,4,4,1.000,2,29,31,40,10,4,16,38,106,0,,payneca01
355,Cameron Payne,22,CHI,PG,11,0,142,21,63,.333,11,34,.324,10,29,.345,.421,1,4,.250,1,16,17,15,4,0,13,14,54,0,,payneca01
356,Tomáš Satoranský,25,WAS,SG,57,3,719,61,147,.415,9,37,.243,52,110,.473,.446,23,33,.697,25,58,83,92,26,6,38,60,154,0,,satorto01
357,DeAndre Liggins,28,2TM,SG,62,19,777,55,142,.387,17,46,.370,38,96,.396,.447,25,40,.625,20,88,108,54,47,14,42,81,152,0,,liggide01
357,DeAndre Liggins,28,CLE,SG,61,19,752,52,136,.382,17,45,.378,35,91,.385,.445,23,37,.622,17,84,101,54,45,14,42,78,144,0,,liggide01
357,DeAndre Liggins,28,DAL,SG,1,0,25,3,6,.500,0,1,.000,3,5,.600,.500,2,3,.667,3,4,7,0,2,0,0,3,8,0,,liggide01
358,Nicolás Brussino,23,DAL,SG,54,2,521,52,141,.369,29,95,.305,23,46,.500,.472,17,22,.773,26,69,95,47,17,8,26,43,150,0,,brussni01
359,Donatas Motiejūnas,26,NOP,PF,34,0,479,57,138,.413,11,47,.234,46,91,.505,.453,25,49,.510,26,75,101,32,18,11,31,55,150,0,,motiedo01
360,Delon Wright,24,TOR,PG,27,0,446,49,116,.422,10,30,.333,39,86,.453,.466,42,55,.764,16,32,48,57,27,11,25,31,150,0,,wrighde01
361,Shawn Long,24,PHI,C,18,0,234,61,109,.560,7,19,.368,54,90,.600,.592,19,35,.543,41,44,85,13,9,9,13,49,148,0,,longsh01
362,James Michael McAdoo,24,GSW,PF,52,2,457,62,117,.530,2,8,.250,60,109,.550,.538,21,42,.500,34,57,91,18,18,29,19,47,147,0,,mcadoja01
363,Dragan Bender,19,PHO,PF,43,0,574,57,161,.354,28,101,.277,29,60,.483,.441,4,11,.364,23,80,103,23,10,22,32,74,146,0,,bendedr01
364,Jeff Withey,26,UTA,C,51,1,432,55,103,.534,0,1,.000,55,102,.539,.534,36,48,.750,52,69,121,7,16,32,14,52,146,0,,witheje01
365,Brian Roberts,31,CHO,PG,41,2,416,46,122,.377,17,44,.386,29,78,.372,.447,33,39,.846,5,34,39,52,9,1,26,18,142,0,,roberbr01
366,Rashad Vaughn,20,MIL,SG,41,2,458,57,156,.365,26,81,.321,31,75,.413,.449,2,5,.400,4,45,49,23,19,10,14,32,142,0,,vaughra01
367,Reggie Bullock,25,DET,SF,31,5,467,54,128,.422,28,73,.384,26,55,.473,.531,5,7,.714,13,51,64,29,18,3,10,22,141,0,,bullore01
368,José Calderón,35,2TM,PG,41,13,539,55,134,.410,20,64,.313,35,70,.500,.485,11,12,.917,15,59,74,88,11,1,41,36,141,0,,caldejo01
368,José Calderón,35,LAL,PG,24,11,292,32,77,.416,12,34,.353,20,43,.465,.494,4,4,1.000,8,34,42,51,7,1,26,22,80,0,,caldejo01
368,José Calderón,35,ATL,PG,17,2,247,23,57,.404,8,30,.267,15,27,.556,.474,7,8,.875,7,25,32,37,4,0,15,14,61,0,,caldejo01
369,Chasson Randle,23,2TM,PG,26,0,299,40,98,.408,16,47,.340,24,51,.471,.490,41,43,.953,6,26,32,34,9,2,19,39,137,0,,randlch01
369,Chasson Randle,23,PHI,PG,8,0,74,12,26,.462,6,15,.400,6,11,.545,.577,12,12,1.000,0,5,5,6,3,1,3,11,42,0,,randlch01
369,Chasson Randle,23,NYK,PG,18,0,225,28,72,.389,10,32,.313,18,40,.450,.458,29,31,.935,6,21,27,28,6,1,16,28,95,0,,randlch01
370,Kevon Looney,20,GSW,C,53,4,447,56,107,.523,2,9,.222,54,98,.551,.533,21,34,.618,44,80,124,29,15,17,17,64,135,0,,looneke01
371,James Jones,36,CLE,SF,48,2,381,44,92,.478,31,66,.470,13,26,.500,.647,13,20,.650,3,34,37,14,6,10,10,37,132,0,,jonesja02
372,Dejounte Murray,20,SAS,PG,38,8,322,50,116,.431,9,23,.391,41,93,.441,.470,21,30,.700,6,36,42,48,8,6,38,29,130,0,,murrade01
373,Darrun Hilliard,23,DET,SG,39,1,381,47,126,.373,12,46,.261,35,80,.438,.421,21,28,.750,2,31,33,33,11,2,28,39,127,0,,hillida01
374,Georgios Papagiannis,19,SAC,C,22,0,355,56,102,.549,0,2,.000,56,100,.560,.549,12,14,.857,24,62,86,20,3,17,24,44,124,0,,papagge01
375,Sasha Vujačić,32,NYK,SG,42,4,408,42,136,.309,23,74,.311,19,62,.306,.393,17,24,.708,12,47,59,52,13,2,16,38,124,0,,vujacsa01
376,Lance Stephenson,26,3TM,SG,18,0,361,54,120,.450,6,20,.300,48,100,.480,.475,8,13,.615,4,48,52,59,5,3,26,32,122,0,,stephla01
376,Lance Stephenson,26,NOP,SG,6,0,162,26,55,.473,1,10,.100,25,45,.556,.482,5,8,.625,3,15,18,29,2,1,11,18,58,0,,stephla01
376,Lance Stephenson,26,MIN,SG,6,0,67,10,21,.476,0,2,.000,10,19,.526,.476,1,2,.500,0,10,10,5,0,0,4,2,21,0,,stephla01
376,Lance Stephenson,26,IND,SG,6,0,132,18,44,.409,5,8,.625,13,36,.361,.466,2,3,.667,1,23,24,25,3,2,11,12,43,0,,stephla01
377,David Nwaba,24,LAL,SG,20,2,397,47,81,.580,1,5,.200,46,76,.605,.586,25,39,.641,17,46,63,14,13,7,11,36,120,0,,nwabada01
378,Toney Douglas,30,MEM,PG,24,0,394,43,117,.368,7,42,.167,36,75,.480,.397,24,29,.828,13,48,61,56,18,5,21,50,117,0,,douglto01
379,Anthony Bennett,23,BRK,PF,23,1,264,38,92,.413,13,48,.271,25,44,.568,.484,26,36,.722,25,53,78,12,5,3,12,18,115,0,,bennean01
380,Miles Plumlee,28,2TM,C,45,12,484,44,92,.478,0,0,,44,92,.478,.478,25,39,.641,38,57,95,21,18,13,30,73,113,0,,plumlmi01
380,Miles Plumlee,28,MIL,C,32,12,310,30,68,.441,0,0,,30,68,.441,.441,22,35,.629,23,30,53,18,11,9,22,48,82,0,,plumlmi01
380,Miles Plumlee,28,CHO,C,13,0,174,14,24,.583,0,0,,14,24,.583,.583,3,4,.750,15,27,42,3,7,4,8,25,31,0,,plumlmi01
381,Archie Goodwin,22,2TM,SG,15,0,214,36,66,.545,5,15,.333,31,51,.608,.583,33,42,.786,7,21,28,24,4,5,14,8,110,0,,goodwar01
381,Archie Goodwin,22,NOP,SG,3,0,30,2,5,.400,1,2,.500,1,3,.333,.500,10,10,1.000,0,0,0,1,0,1,0,1,15,0,,goodwar01
381,Archie Goodwin,22,BRK,SG,12,0,184,34,61,.557,4,13,.308,30,48,.625,.590,23,32,.719,7,21,28,23,4,4,14,7,95,0,,goodwar01
382,Josh McRoberts,29,MIA,PF,22,14,381,44,118,.373,13,31,.419,31,87,.356,.428,6,9,.667,23,51,74,50,10,4,23,31,107,0,,mcrobjo01
383,Fred VanVleet,22,TOR,PG,37,0,294,39,111,.351,11,29,.379,28,82,.341,.401,18,22,.818,4,38,42,35,16,3,15,36,107,0,,vanvlfr01
384,Wade Baldwin,20,MEM,PG,33,1,405,36,115,.313,3,22,.136,33,93,.355,.326,31,37,.838,11,35,46,61,18,7,39,40,106,0,,baldwwa01
385,Jonathan Gibson,29,DAL,PG,17,0,231,35,95,.368,15,45,.333,20,50,.400,.447,21,29,.724,1,21,22,26,8,0,21,21,106,0,,gibsojo01
386,Cole Aldrich,28,MIN,C,62,0,531,45,86,.523,0,0,,45,86,.523,.523,15,22,.682,51,107,158,25,25,23,17,85,105,0,,aldrico01
387,DeAndre' Bembry,22,ATL,SF,38,1,371,47,98,.480,1,18,.056,46,80,.575,.485,6,16,.375,14,45,59,28,8,5,16,21,101,0,,bembrde01
388,Raul Neto,24,UTA,PG,40,0,346,41,91,.451,10,31,.323,31,60,.517,.505,8,9,.889,4,26,30,34,21,5,15,48,100,0,,netora01
389,Andrew Nicholson,27,2TM,PF,38,0,342,43,111,.387,5,27,.185,38,84,.452,.410,9,14,.643,15,46,61,10,16,6,17,55,100,0,,nichoan01
389,Andrew Nicholson,27,WAS,PF,28,0,231,30,77,.390,3,16,.188,27,61,.443,.409,7,12,.583,11,23,34,7,11,6,11,37,70,0,,nichoan01
389,Andrew Nicholson,27,BRK,PF,10,0,111,13,34,.382,2,11,.182,11,23,.478,.412,2,2,1.000,4,23,27,3,5,0,6,18,30,0,,nichoan01
390,Pat Connaughton,24,POR,SG,39,1,316,37,72,.514,17,33,.515,20,39,.513,.632,7,9,.778,10,42,52,28,6,2,17,23,98,0,,connapa01
391,Maurice Ndour,24,NYK,PF,32,4,331,39,86,.453,1,7,.143,38,79,.481,.459,19,26,.731,22,42,64,8,15,8,12,30,98,0,,ndourma01
392,Okaro White,24,MIA,PF,35,0,471,33,87,.379,12,34,.353,21,53,.396,.448,20,22,.909,25,57,82,21,10,10,18,52,98,0,,whiteok01
393,Bryn Forbes,23,SAS,SG,36,0,285,36,99,.364,17,53,.321,19,46,.413,.449,5,6,.833,2,21,23,23,1,0,11,20,94,0,,forbebr01
394,Sheldon Mac,24,WAS,SG,30,3,287,30,75,.400,7,30,.233,23,45,.511,.447,23,27,.852,4,30,34,15,8,2,5,17,90,0,,mcclesh01
395,Kyle Singler,28,OKC,SF,32,2,385,34,83,.410,7,37,.189,27,46,.587,.452,13,17,.765,8,40,48,9,7,5,11,29,88,0,,singlky01
396,Cheick Diallo,20,NOP,PF,17,0,199,36,76,.474,0,0,,36,76,.474,.474,15,21,.714,23,50,73,4,4,7,7,17,87,0,,diallch01
397,Alan Anderson,34,LAC,SF,30,0,308,30,80,.375,14,44,.318,16,36,.444,.463,12,16,.750,3,21,24,11,3,0,7,35,86,0,,anderal01
398,Ömer Aşık,30,NOP,C,31,19,482,31,65,.477,0,0,,31,65,.477,.477,23,39,.590,48,115,163,15,5,10,14,51,85,0,,asikom01
