Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
LAL,PF,24.0,36.0,0.0,470.0,0.1,0.005,-3.5,-0.2,0.2211670534079193,-0.5913144625834674,0.8124815159913867,0.7951740131767031,2016,0
CHO,SF,22.0,7.0,7.0,205.0,0.6,0.152,0.0,0.1,-0.6157171997095692,-0.5604452045284974,-0.0552719951810716,0.2296586840806443,2016,0
2TM,SG,26.0,31.0,0.0,616.0,1.0,0.076,-2.2,0.0,-1.328460901047524,1.422447448962607,-2.750908350010131,0.3924598863992789,2016,0
PHO,SG,24.0,52.0,50.0,1870.0,1.7,0.043,-0.6,0.6,-0.3958396174911461,0.192121410376794,-0.58796102786794,2.378170800796493,2016,0
ATL,SG,34.0,80.0,80.0,2401.0,4.1,0.082,-1.0,0.6,-0.7417306170519073,-0.8101000540398784,0.068369436987971,2.4862665901590497,2016,0
SAC,C,26.0,78.0,14.0,1482.0,3.5,0.113,-2.0,0.0,-0.7946891696631486,-1.2171863912502532,0.4224972215871046,1.4819237086506811,2016,0
CHO,SG,23.0,66.0,0.0,1227.0,2.7,0.107,0.8,0.9,0.8903992933557807,0.2717354897500688,0.6186638036057119,2.637149920073097,2016,0
PHI,PF,32.0,36.0,12.0,569.0,2.1,0.176,1.2,0.5,-0.2383114448437926,0.7265519084524104,-0.964863353296203,0.7852670756661788,2016,0
BRK,PG,23.0,78.0,17.0,1751.0,1.4,0.039,-2.0,0.0,-1.328203530817266,-0.5239295531100816,-0.8042739777071843,1.1154778416925446,2016,0
DEN,C,24.0,59.0,15.0,1041.0,2.3,0.105,-1.6,0.1,-2.4510519314456616,-1.1589325447602226,-1.2921193866854392,-0.1222615130153383,2016,0
2TM,PG,28.0,66.0,13.0,1411.0,0.9,0.032,-3.6,-0.6,-3.1716724363919324,-1.403884659357418,-1.7677877770345147,-0.8369579708886916,2016,0
2TM,SG,30.0,79.0,65.0,2334.0,3.9,0.08,-1.0,0.6,-1.331420581596029,-1.152857890210767,-0.1785626913852621,1.4824703161610968,2016,0
2TM,PF,32.0,55.0,5.0,903.0,3.0,0.161,1.3,0.7,-0.1525622756053436,-0.8725816667445092,0.7200193911391656,1.2980332576789728,2016,0
PHO,C,22.0,78.0,46.0,1821.0,1.3,0.035,-4.3,-1.0,-2.24564881425085,-2.765127030065844,0.5194782158149941,0.035599707822605,2016,0
SAS,SF,24.0,72.0,72.0,2380.0,13.7,0.277,9.1,6.7,5.920574019305869,3.2098560723597505,2.7107179469461182,12.833435001784787,2016,3
POR,PF,23.0,61.0,10.0,1333.0,2.2,0.078,-1.7,0.1,-1.5448219693030287,-0.8841431050973392,-0.6606788642056897,0.6537722137710344,2016,0
PHO,PF,26.0,67.0,27.0,1255.0,2.7,0.103,0.0,0.6,-0.7290220620523524,-1.207767882370716,0.4787458203183636,1.3109711844197445,2016,0
POR,PG,25.0,75.0,75.0,2676.0,9.2,0.165,4.4,4.3,1.788007579132205,3.2310057891516304,-1.4429982100194254,7.376892156080618,2016,2
CHO,SG,27.0,78.0,13.0,2048.0,3.5,0.082,-0.9,0.5,0.0164520778413272,0.3771250865780307,-0.3606730087367034,3.1795844860622133,2016,0
GSW,PG,30.0,78.0,3.0,1520.0,4.6,0.145,0.3,0.9,-0.0829509233333924,0.2712753604181735,-0.354226283751566,2.2564428899784885,2016,0
BRK,C,27.0,73.0,73.0,2457.0,6.2,0.121,1.3,2.1,0.7178349089301783,0.0203200288661825,0.6975148800639958,4.990892748602147,2016,0
NYK,C,27.0,82.0,82.0,2219.0,5.8,0.126,-0.2,1.0,-1.0246006115106678,-0.8852546251692985,-0.1393459863413692,1.871364674478728,2016,0
CLE,PF,27.0,77.0,77.0,2424.0,8.5,0.169,3.3,3.3,3.163587423053708,2.196853815486877,0.9667336075668306,8.901077919592831,2016,0
TOR,PG,29.0,77.0,77.0,2851.0,11.6,0.196,5.8,5.7,4.646726010195879,3.4442294972609333,1.2024965129349452,13.17188974217057,2016,1
UTA,PF,20.0,80.0,33.0,1382.0,2.3,0.079,-1.8,0.1,-2.052177551270628,-1.4411300847460016,-0.6110474665246267,0.2060469050577192,2016,0
2TM,PG,25.0,52.0,27.0,1058.0,1.3,0.061,-1.6,0.1,0.071777382132527,-0.1286571459938083,0.2004345281263354,1.6828190646372854,2016,0
IND,C,29.0,71.0,71.0,1816.0,6.2,0.163,0.9,1.4,1.7474707572236037,-1.0360143300162643,2.783485087239868,4.95667739024095,2016,0
PHI,PG,24.0,30.0,6.0,400.0,-0.5,-0.064,-7.3,-0.5,-2.355410011491446,-1.4214474146734142,-0.9339625968180316,-0.0214642533333843,2016,0
MEM,PF,21.0,27.0,0.0,380.0,0.8,0.1,-3.7,-0.2,-0.91315012607715,-0.3918765794833108,-0.5212735465938393,0.3487708563004546,2016,0
2TM,SG,32.0,55.0,13.0,1095.0,1.2,0.054,-3.2,-0.4,-2.21978716102062,-0.9784068152577968,-1.2413803457628232,0.0403301277409049,2016,0
DAL,SF,29.0,78.0,78.0,2644.0,3.7,0.067,-1.0,0.6,0.2466670079244628,0.5467329089920073,-0.3000659010675445,4.521840414953327,2016,0
MIL,SG,28.0,41.0,24.0,1090.0,-0.1,-0.005,-4.0,-0.6,-1.8669759453133647,-1.43158568928178,-0.4353902560315848,0.2979628472018154,2016,0
DAL,C,29.0,34.0,6.0,397.0,1.3,0.156,0.2,0.2,0.4975171214165093,-1.573737493213849,2.0712546146303583,0.7471130879785995,2016,0
MIL,SG,24.0,79.0,79.0,2852.0,6.1,0.103,0.6,1.9,1.3297777248289695,1.496069647054611,-0.1662919222256413,6.979491908851824,2016,0
2TM,PG,39.0,39.0,4.0,461.0,1.0,0.1,-1.9,0.0,-0.8882245451707178,0.0541854718779812,-0.9424100170486992,0.4316135797003552,2016,0
ATL,PF,30.0,81.0,81.0,2647.0,10.1,0.183,4.2,4.1,3.353523811403682,1.657608995018724,1.695914816384958,10.045949410319905,2016,0
SAS,PG,27.0,81.0,3.0,1662.0,4.8,0.139,1.5,1.5,1.0126303780304453,0.7349098572271467,0.2777205208032986,3.7095000441085126,2016,0
MIL,C,25.0,79.0,67.0,2314.0,7.5,0.155,2.1,2.4,1.0429771008730693,0.7946528618677482,0.2483242390053212,5.213204760880272,2016,0
CHI,SG,26.0,59.0,22.0,1263.0,1.8,0.07,-1.9,0.0,-2.165261738911977,-1.3415818195504206,-0.8236799193615567,0.0925860657918137,2016,0
2TM,PF,26.0,64.0,45.0,1629.0,0.5,0.015,-2.4,-0.2,0.089979512460095,-0.9796537667620936,1.0696332792221888,2.611250043128741,2016,0
OKC,SG,30.0,68.0,6.0,926.0,1.9,0.097,-1.1,0.2,-3.0667569881336787,-0.9062779101305808,-2.160479078003098,-0.4857280794967131,2016,0
CLE,C,29.0,76.0,48.0,1326.0,3.7,0.133,-1.4,0.2,-1.5116567430625385,-2.1624638123113424,0.6508070692488042,0.6800934349869167,2016,0
DEN,PG,19.0,68.0,66.0,2068.0,-2.1,-0.049,-4.2,-1.2,-1.8120400127498144,-0.90830311923582,-0.9037368935139946,0.6418862755350726,2016,0
MIN,SF,23.0,82.0,0.0,1682.0,2.7,0.077,-2.5,-0.2,-1.9395027872007835,0.4268932529542157,-2.366396040155,0.3778902243264139,2016,0
MEM,SG,23.0,14.0,0.0,244.0,0.1,0.017,-2.5,0.0,-0.8431071886222105,-0.865310709056966,0.0222035204347555,0.2361130790199339,2016,0
LAL,PF,23.0,63.0,22.0,1266.0,2.2,0.083,-1.5,0.2,-0.5271906794110899,-1.4142339934602162,0.8870433140491263,1.495887776560779,2016,0
ORL,PG,24.0,55.0,0.0,600.0,0.1,0.004,-3.0,-0.2,-2.064598857387234,-0.7072287129116018,-1.3573701444756316,0.0844073267804617,2016,0
WAS,SG,31.0,40.0,2.0,807.0,1.4,0.085,-1.5,0.1,-2.204719098607685,-0.9386479278799148,-1.2660711707277696,0.0378731031664408,2016,0
DEN,PG,33.0,39.0,15.0,1036.0,0.5,0.024,-3.0,-0.3,-0.513913695399917,-0.4976096093968463,-0.0163040860030707,1.233443750255384,2016,0
UTA,PG,23.0,81.0,53.0,1499.0,1.8,0.058,-2.0,0.0,-0.9524331302987749,-0.9203375582280886,-0.0320955720706861,1.3371406562363022,2016,0
ORL,PF,26.0,56.0,0.0,823.0,1.6,0.092,-1.1,0.2,-1.8783415252930808,-1.088943174597606,-0.7893983506954747,0.2186901043503788,2016,0
CHI,C,30.0,29.0,2.0,635.0,1.1,0.079,1.6,0.6,1.5031432119905104,-0.0943950103287683,1.5975382223192789,1.629371143532813,2016,0
PHI,C,21.0,67.0,62.0,1965.0,3.0,0.074,-0.2,0.9,-1.018965268561553,-2.699778376826369,1.6808131082648168,1.6648052012166472,2016,0
DAL,PF,37.0,75.0,75.0,2364.0,6.8,0.138,2.5,2.7,1.8842797781781584,1.1593763144399063,0.7249034637382521,6.669929647850601,2016,0
DEN,C,21.0,32.0,3.0,547.0,0.4,0.031,-2.9,-0.1,0.3706228314355205,-0.96824438362084,1.3388672150563603,0.9818119745268008,2016,0
PHI,C,20.0,53.0,48.0,1591.0,1.2,0.037,-2.3,-0.1,-2.909607992406153,-2.080090886235828,-0.8295171061703253,-0.669716850094907,2016,0
ORL,SG,23.0,72.0,52.0,2379.0,4.9,0.099,1.7,2.3,-0.0044520106051367,0.4402484220207872,-0.444700432625924,3.6609075079465607,2016,0
BOS,C,24.0,69.0,8.0,1395.0,4.1,0.141,1.9,1.4,-0.1333367750102236,-0.2117419674206837,0.0784051924104601,2.0233101395872395,2016,0
NYK,PF,25.0,65.0,1.0,764.0,1.6,0.103,0.4,0.5,-0.411875663517184,-0.9887401813821995,0.5768645178650156,0.9633620497199143,2016,0
WAS,SF,20.0,63.0,9.0,671.0,0.4,0.031,-5.1,-0.5,-2.289805663079646,-1.821083793621708,-0.4687218694579386,-0.0066736556553025,2016,0
DAL,C,31.0,76.0,69.0,2004.0,6.0,0.145,-0.2,0.9,1.302874124425074,-0.3339385815805614,1.6368127060056352,4.868391696402264,2016,0
DEN,SF,25.0,26.0,6.0,294.0,-0.1,-0.022,-4.5,-0.2,-1.570089975245745,-2.233235120190571,0.6631451449448261,0.1392119451650527,2016,0
MIL,PF,20.0,76.0,72.0,2408.0,3.6,0.072,-2.0,0.0,-1.5878023303642212,-0.1208425245331306,-1.4669598058310906,1.1115557622137937,2016,0
SAS,PG,33.0,72.0,72.0,1980.0,5.8,0.142,0.4,1.2,0.2754446573861608,0.3811199955224257,-0.1056753381362648,3.425696226266884,2016,0
DAL,SF,27.0,61.0,51.0,1799.0,4.3,0.114,2.0,1.8,0.2811536313636109,0.2935886795919932,-0.0124350482283822,3.119374504614836,2016,0
ATL,SG,24.0,35.0,0.0,395.0,0.2,0.025,-5.1,-0.3,-2.088984131415621,-1.5896358301107931,-0.499348301304828,0.0491142327746094,2016,0
TOR,PF,26.0,79.0,0.0,2020.0,3.6,0.086,-0.1,1.0,-0.3500751905643033,0.0649595128664115,-0.4150347034307148,2.6308927626110044,2016,0
LAC,PG,30.0,74.0,74.0,2420.0,12.7,0.253,7.9,6.0,5.161188956710061,4.823117814692376,0.3380711420176852,11.94959620931846,2016,2
OKC,PG,21.0,57.0,1.0,698.0,1.4,0.093,-0.7,0.2,-0.5309448542643722,0.0407081785195046,-0.5716530327838768,0.8226772581024466,2016,0
ORL,PG,21.0,73.0,69.0,2145.0,2.2,0.05,-1.2,0.4,0.4504453857055283,0.1987670514956536,0.2516783342098747,3.9663747178635833,2016,0
NOP,C,31.0,37.0,5.0,542.0,-0.1,-0.007,-5.0,-0.4,-3.1888895164713835,-3.861677709111307,0.6727881926399234,-0.3275974551050832,2016,0
LAC,SF,38.0,68.0,38.0,1231.0,0.9,0.033,-3.3,-0.4,-1.1742334070915177,-0.8856175870916041,-0.2886158199999134,0.9125451831826364,2016,0
POR,C,25.0,82.0,82.0,2084.0,6.1,0.14,1.5,1.9,0.938401309033134,-0.9505566554473368,1.8889579644804704,4.545697906367866,2016,0
MIL,C,27.0,61.0,14.0,870.0,2.2,0.124,-1.5,0.1,-0.9381944572685784,-0.850206405391434,-0.0879880518771444,0.784598408917858,2016,0
WAS,SF,22.0,75.0,73.0,2276.0,5.6,0.119,1.1,1.8,1.725029105451731,-0.2007371939092292,1.9257662993609603,6.177664261972409,2016,0
CHI,PF,20.0,62.0,4.0,1102.0,1.5,0.066,-3.3,-0.4,-1.2874888829556204,-0.6691277703225431,-0.6183611126330771,0.7326184876292546,2016,0
NYK,PF,20.0,72.0,72.0,2047.0,4.4,0.102,0.9,1.5,1.3678778526134647,0.2448199550174704,1.1230578975959944,5.0609386557745575,2016,0
DAL,PF,24.0,69.0,2.0,992.0,3.1,0.151,0.1,0.5,-0.1082290034306836,-1.0024896419487974,0.8942606385181138,1.4553316875771858,2016,0
TOR,SG,22.0,49.0,24.0,725.0,1.6,0.105,-0.3,0.3,-0.7500440414377516,-0.2959596540937711,-0.4540843873439804,0.7470231297702487,2016,0
2TM,PG,24.0,23.0,0.0,283.0,-0.1,-0.017,-3.2,-0.1,0.1268605840150266,-0.2369263606738791,0.3637869446889058,0.4614783989950859,2016,0
PHO,PG,32.0,62.0,18.0,1211.0,1.4,0.056,-1.8,0.1,-0.1068866969913984,-1.1414947169225955,1.034608019931197,1.778840105587693,2016,0
LAC,PG,38.0,59.0,3.0,823.0,1.5,0.087,-0.4,0.3,-1.6411985316050093,-1.21518692844962,-0.4260116031553893,0.350037061898154,2016,0
MIN,SF,35.0,77.0,44.0,1462.0,0.4,0.014,-3.0,-0.4,-2.711885568515559,-2.4235478994892032,-0.2883376690263558,-0.4245356239837763,2016,0
LAL,PF,21.0,81.0,60.0,2286.0,1.6,0.035,-3.2,-0.7,-2.834589346425081,-1.8836300982554568,-0.9509592481696238,-0.8495230206365361,2016,0
MEM,PF,34.0,68.0,53.0,2016.0,4.3,0.103,-0.3,0.9,-0.24863438927021,0.533750296634644,-0.782384685904854,2.7668965347471186,2016,0
BRK,C,25.0,39.0,2.0,426.0,1.2,0.134,-0.5,0.2,0.5325534716881402,-0.6629452226934975,1.1954986943816377,0.8108326410958294,2016,0
MIA,SG,22.0,52.0,2.0,1107.0,2.5,0.109,-0.4,0.5,-1.5492850386239323,-0.9061611625307124,-0.6431238760932201,0.5397140259318366,2016,0
LAC,SG,23.0,67.0,7.0,1464.0,1.9,0.063,-2.7,-0.2,-3.034358830810816,-1.5742877607993204,-1.4600710700114952,-0.7361939555179516,2016,0
OKC,SG,24.0,70.0,70.0,1553.0,3.4,0.105,0.5,1.0,0.0209789174235579,-0.798601724044588,0.8195806414681459,2.416631363107089,2016,0
BRK,PF,24.0,71.0,7.0,917.0,0.6,0.033,-3.8,-0.4,-0.9280416175534476,-1.15805803463114,0.2300164170776922,0.8327172599754928,2016,0
SAC,PG,29.0,72.0,72.0,2537.0,4.6,0.087,1.0,1.9,0.1011155534132213,0.1642651838071696,-0.0631496303939482,4.085981821744302,2016,0
CHI,PG,27.0,66.0,66.0,2097.0,0.4,0.009,-2.5,-0.3,-2.636618864717377,-0.3697463126222109,-2.2668725520951662,-0.5047799319228813,2016,0
TOR,SF,24.0,73.0,7.0,1747.0,3.6,0.1,0.3,1.0,-0.8973118628621113,-0.1163238079597718,-0.7809880549023395,1.6246736757169646,2016,0
MIN,PG,25.0,76.0,76.0,2323.0,5.8,0.119,1.8,2.3,2.828448621373663,1.9828590890940032,0.8455895322796596,8.015583294363276,2016,0
GSW,SG,30.0,72.0,25.0,1055.0,2.0,0.09,-0.8,0.3,-2.5531627248666355,-1.0013929636143373,-1.5517697612522985,-0.1954239764257771,2016,0
LAL,PG,19.0,80.0,48.0,2259.0,0.0,0.001,-2.3,-0.1,-3.1113829713983856,-1.0746357205791226,-2.036747250819263,-1.250537761329377,2016,0
LAL,C,26.0,25.0,1.0,320.0,0.3,0.04,-4.6,-0.2,-0.6464339991259617,-1.161979007432921,0.5155450083069594,0.352293032303921,2016,0
ATL,PG,22.0,80.0,6.0,1621.0,2.2,0.064,-0.8,0.5,0.8483596367077091,0.8240561892249456,0.0243034474827634,3.436597133806992,2016,0
TOR,PF,35.0,76.0,76.0,1636.0,3.3,0.098,-1.1,0.4,-1.3972033104117405,-1.9627851639313565,0.5655818535196158,0.9661393446468932,2016,0
ATL,PF,27.0,75.0,0.0,1146.0,3.2,0.132,-0.1,0.6,-0.1949806809284252,-0.3701565870465511,0.1751759061181259,1.6141470472615411,2016,0
ATL,SF,31.0,75.0,11.0,1758.0,4.5,0.122,0.8,1.3,0.8583446766621865,-1.147215478425092,2.0055601550872786,3.73911913423755,2016,0
WAS,PG,29.0,82.0,5.0,1667.0,3.8,0.109,-0.3,0.7,0.0885714255168949,0.4489271175997312,-0.3603556920828362,2.6707255092376254,2016,0
CLE,SG,25.0,54.0,5.0,1316.0,1.7,0.063,-1.5,0.1,-0.6906655792863132,-0.7821271026858718,0.0914615233995586,1.4090519105114758,2016,0
SAS,SG,26.0,55.0,2.0,813.0,2.0,0.119,-2.7,-0.2,-2.5258108581255816,-1.7819167988168136,-0.743894059308768,-0.1358361093824746,2016,0
BRK,C,25.0,14.0,4.0,263.0,0.4,0.079,-4.3,-0.2,0.2395469027511955,-0.8975102439288191,1.1370571466800146,0.4482645571643713,2016,0
OKC,SF,27.0,68.0,2.0,977.0,1.1,0.054,-3.2,-0.3,-1.9057616761814469,-1.1008984079217985,-0.8048632682596483,0.2416714106985723,2016,0
BRK,PG,28.0,61.0,33.0,1318.0,2.0,0.071,-1.7,0.1,-0.6470089642042832,-0.0467121115538526,-0.6002968526504305,1.44994771786663,2016,0
BOS,PG,21.0,61.0,10.0,1667.0,2.9,0.083,-1.0,0.4,0.6932663329521962,0.1798848061116684,0.5133815268405277,3.3576227419275178,2016,0
2TM,PG,27.0,77.0,53.0,2239.0,1.3,0.027,-1.6,0.2,-1.5932981472302812,-0.1001953047335507,-1.4931028424967303,1.0251281781853514,2016,0
ORL,C,29.0,76.0,2.0,1181.0,1.8,0.072,-2.2,-0.1,-1.1546293207911291,-2.3700715370544567,1.2154422162633276,0.8913471783951595,2016,0
2TM,PF,30.0,55.0,7.0,880.0,0.0,0.0,-3.1,-0.2,-1.0639376639706208,-1.4014289662209547,0.3374913022503339,0.7184957813331544,2016,0
CHI,SF,24.0,64.0,33.0,1301.0,0.4,0.016,-4.0,-0.6,-2.7862324531782416,-2.241537710324805,-0.5446947428534368,-0.4418494098775111,2016,0
GSW,C,28.0,72.0,0.0,832.0,1.8,0.102,-3.7,-0.4,-1.4205780190706851,-0.4011424046623736,-1.0194356144083114,0.4783477881275857,2016,0
ATL,C,31.0,36.0,2.0,579.0,1.7,0.144,-1.7,0.0,-1.447342825644763,-1.2220640243595795,-0.2252788012851832,0.3225665769421786,2016,0
PHI,SG,22.0,73.0,35.0,1809.0,0.5,0.012,-3.8,-0.8,-2.788535401350381,-1.074828463304117,-1.713706938046264,-0.6172108396982866,2016,0
2TM,SF,25.0,69.0,13.0,1372.0,2.2,0.076,-1.2,0.3,-2.3219335593695893,-1.093755606650683,-1.2281779527189065,-0.0430692996302861,2016,0
IND,PG,29.0,58.0,1.0,1275.0,2.0,0.077,-1.4,0.2,-1.0087299746780147,-0.7542147038584116,-0.2545152708196032,1.0892646327225914,2016,0
BOS,PF,23.0,81.0,73.0,1915.0,4.8,0.121,0.6,1.3,0.8890196916465154,-0.6592338901636183,1.5482535818101335,4.112564954131618,2016,0
ATL,PG,27.0,79.0,78.0,2255.0,5.9,0.125,1.3,1.9,0.0353682170976501,1.313732719744264,-1.278364502646614,3.5306176107683416,2016,0
WAS,SF,29.0,80.0,43.0,1951.0,2.7,0.066,-2.1,0.0,0.1126776573996202,-1.3560551426106129,1.4687328000102329,3.1580785550037884,2016,0
HOU,SG,38.0,72.0,7.0,1258.0,1.5,0.057,-1.6,0.1,-2.031449446227848,-0.0457250055207544,-1.9857244407070933,0.2049702625041285,2016,0
BOS,PG,26.0,82.0,79.0,2644.0,9.7,0.177,4.3,4.2,2.505579333969824,3.397426325346831,-0.891846991377008,8.560066191963903,2016,0
NYK,PF,27.0,59.0,5.0,1313.0,1.7,0.062,-3.2,-0.4,-3.5203017503187195,-1.8412083501908536,-1.679093400127866,-1.0769477932279623,2016,0
PHI,SG,24.0,77.0,17.0,2154.0,1.2,0.026,-3.4,-0.7,-4.170577592665454,-1.647550583452008,-2.523027009213447,-2.6642239121503803,2016,0
2TM,C,29.0,47.0,7.0,471.0,1.6,0.165,-0.8,0.1,-1.0145508970829642,-1.1032726995117337,0.0887218024287693,0.4007411773659758,2016,0
GSW,SG,25.0,80.0,80.0,2666.0,8.0,0.144,1.8,2.5,0.5168406916131882,1.8169120124827256,-1.3000713208695376,5.051288088536406,2016,1
CLE,PF,24.0,82.0,34.0,2269.0,8.7,0.185,0.2,1.2,1.4094726590240874,0.4926080450008697,0.9168646140232176,5.675914058723596,2016,0
2TM,SG,28.0,61.0,8.0,1109.0,1.7,0.074,-0.5,0.4,-1.6933112149510083,0.4006579800478301,-2.0939691949988384,0.4325443211940243,2016,0
DET,PF,30.0,72.0,5.0,1341.0,2.8,0.1,0.4,0.8,0.1924732851791025,0.2968724088976948,-0.1043991237185921,2.242786204370244,2016,0
DEN,SF,23.0,21.0,0.0,305.0,0.3,0.049,-4.7,-0.2,-1.864899430594898,-1.4945813944116249,-0.3703180361832731,0.0839325242450577,2016,0
MIN,C,20.0,82.0,82.0,2627.0,8.3,0.151,2.2,2.7,0.767788717992961,0.4521752778153916,0.3156134401775693,5.425181676193159,2016,0
PHO,SF,30.0,82.0,80.0,2540.0,3.5,0.066,-1.2,0.5,-1.047392536709672,-1.5475372289579274,0.5001446922482554,2.102289892302729,2016,0
BOS,SG,27.0,81.0,12.0,2271.0,4.0,0.085,0.0,1.1,-0.3096947879572761,-0.8871432001004735,0.5774484121431974,3.0205484721790707,2016,0
IND,C,19.0,60.0,30.0,1367.0,3.1,0.109,-1.6,0.1,-1.3779401246969765,-2.0533409146171526,0.675400789920176,0.8251713566121808,2016,0
2TM,PG,33.0,44.0,5.0,707.0,0.4,0.029,-3.6,-0.3,-1.912351884925166,-1.404249500823438,-0.508102384101728,0.1719163830490978,2016,0
TOR,C,23.0,60.0,59.0,1557.0,6.9,0.211,1.7,1.4,1.704190098975847,0.5359749101217801,1.1682151888540668,4.204642374456255,2016,0
MIL,SG,19.0,70.0,6.0,1001.0,-0.8,-0.036,-5.7,-0.9,-3.462939842001992,-2.2235537408481783,-1.239386101153814,-0.7832851238662308,2016,0
DAL,PF,31.0,62.0,4.0,665.0,0.2,0.016,-2.7,-0.1,-0.9464736369275156,-0.135433960499807,-0.8110396764277087,0.5960808799724541,2016,0
POR,PF,20.0,78.0,56.0,1174.0,1.2,0.047,-4.2,-0.6,-2.0529684221766344,-2.778708502997888,0.7257400808212534,0.1742971956402535,2016,0
ORL,C,25.0,65.0,60.0,2037.0,5.2,0.122,1.9,2.0,0.939174307913066,0.1466469078673068,0.7925274000457592,4.444711824029161,2016,0
MIA,SG,34.0,74.0,73.0,2258.0,4.9,0.105,1.9,2.2,-0.0352366839574924,1.1230380489859542,-1.1582747329434466,3.42684318957768,2016,0
OKC,SG,24.0,78.0,15.0,2152.0,2.1,0.046,-2.8,-0.4,-1.4694825086303824,-0.0001900343703068,-1.4692924742600757,1.1652724706797488,2016,0
CHO,PG,25.0,81.0,81.0,2885.0,9.9,0.164,4.0,4.3,2.3811266376689413,2.0555053910993784,0.3256212465695628,9.100401973837554,2016,0
WAS,PG,25.0,77.0,77.0,2784.0,5.7,0.098,3.5,3.9,2.803437932511522,1.5592360208708105,1.2442019116407117,9.561386789941926,2016,0
PHO,SF,22.0,47.0,4.0,1070.0,2.2,0.101,-0.5,0.4,-1.4273483012750563,-0.6175349127227603,-0.8098133885522959,0.6100889632331717,2016,0
ORL,PG,31.0,33.0,2.0,656.0,0.6,0.047,-3.0,-0.2,-2.459339056768622,-1.6190288115760694,-0.8403102451925528,-0.0806074059761256,2016,0
2TM,SF,29.0,43.0,0.0,499.0,-0.5,-0.053,-7.3,-0.7,-1.6999479034126328,-1.793570295740671,0.0936223923280381,0.1923228950077007,2016,0
OKC,PG,27.0,80.0,80.0,2750.0,14.0,0.245,7.8,6.8,5.318352047988425,6.026699050964323,-0.7083470029758981,13.837999863481464,2016,3
SAS,PF,35.0,78.0,19.0,1404.0,5.4,0.184,2.9,1.7,1.6441845106287556,-0.2393860641215969,1.8835705747503528,3.734976079307596,2016,0
MIA,C,26.0,73.0,43.0,2125.0,10.3,0.233,4.1,3.3,3.2297672052722946,0.3845582323549582,2.8452089729173364,7.895137915628926,2016,0
MIN,SF,20.0,81.0,81.0,2845.0,4.1,0.069,-1.3,0.5,-0.7428016013900249,0.4882084672826217,-1.2310100686726466,2.944321681092972,2016,0
DAL,PG,31.0,65.0,63.0,2106.0,3.7,0.083,-0.3,0.9,-1.1886449110203046,-0.1005936872575429,-1.0880512237627618,1.5413640901351175,2016,0
NYK,SF,24.0,80.0,9.0,1435.0,3.6,0.12,0.3,0.8,-0.549611298317757,0.4998869067446347,-1.0494982050623918,1.6737968841358344,2016,0
LAL,SG,29.0,67.0,35.0,1907.0,4.7,0.119,1.3,1.6,-0.7537479627867503,1.3937528987433423,-2.147500861530093,1.9591776665723124,2016,0
CLE,PG,33.0,41.0,14.0,748.0,1.1,0.067,-1.5,0.1,-2.343403902268614,-1.1106568163677757,-1.2327470859008385,-0.0341782119763936,2016,0
CHO,PF,29.0,81.0,81.0,2338.0,7.8,0.161,2.7,2.7,1.4477232574657806,0.5509503449953292,0.8967729124704514,5.9085181764103964,2016,0
MIA,SF,19.0,78.0,8.0,2232.0,2.5,0.054,-2.6,-0.3,-0.257153401895579,-1.5762001389976616,1.3190467371020826,3.049367588671899,2016,0
UTA,C,25.0,51.0,10.0,658.0,2.3,0.171,1.0,0.5,1.0271798958822849,-1.397270684960893,2.4244505808431778,1.4747557392013395,2016,0
MEM,PF,28.0,12.0,2.0,212.0,0.7,0.147,0.7,0.1,-1.1082072164862762,-1.3688829181408,0.2606757016545238,0.1668190006671916,2016,0
LAL,SG,30.0,54.0,2.0,1033.0,0.1,0.003,-3.7,-0.5,-2.055638408769392,-0.0988445003927756,-1.9567939083766164,0.1516242993900474,2016,0
BRK,PF,27.0,73.0,73.0,2407.0,4.1,0.081,0.0,1.2,0.2118998665894895,-0.483235562986829,0.6951354295763186,4.060140023070777,2016,0
CHO,C,23.0,73.0,60.0,1774.0,6.3,0.169,-0.1,0.9,1.4106479261914244,-0.5806785030330857,1.99132642922451,4.4379609077837125,2016,0
BOS,C,26.0,60.0,3.0,710.0,1.7,0.114,-3.3,-0.2,-1.774508696891581,-1.1104009726188846,-0.6641077242726965,0.2382920879788005,2016,0
2TM,PF,26.0,38.0,1.0,558.0,0.9,0.082,-2.1,0.0,0.4512702368335486,0.0588998378919858,0.3923703989415628,1.0273345451227551,2017,0
OKC,C,23.0,80.0,80.0,2389.0,6.5,0.13,-0.2,1.1,0.356419627330424,-0.1432862673283677,0.4997058946587916,4.251104307593991,2017,0
SAC,SG,31.0,61.0,45.0,1580.0,1.4,0.043,-3.6,-0.7,-3.266922917446185,-1.903250747415835,-1.3636721700303494,-0.9542863741972992,2017,0
IND,PF,27.0,61.0,5.0,871.0,1.7,0.093,-1.7,0.1,-1.7735973351438772,-1.3490800445186997,-0.4245172906251776,0.3179970442778908,2017,0
MEM,SG,35.0,71.0,66.0,1914.0,3.1,0.077,-1.0,0.5,0.6181510961123574,-0.569299936782791,1.1874510328951484,3.7382891897810944,2017,0
