Team,Pos,Age,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season_End_Year,All_NBA_Target
DET,SG,28.0,14.4,0.59,0.715,0.131,2.3,8.0,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,0.1,2.0,-1.2,0.8,1.6,2025,0
2TM,PG,23.0,7.5,0.4,0.374,0.196,3.0,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4,2025,0
ORL,C,25.0,19.2,0.631,0.083,0.392,12.7,25.0,18.6,14.8,1.7,6.6,15.3,14.3,2.8,3.0,5.8,0.195,-0.3,2.8,2.5,1.6,2025,0
SAS,C,32.0,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2,2025,0
ORL,PG,21.0,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,2025,0
2TM,SG,32.0,11.1,0.559,0.587,0.134,2.0,11.2,6.6,15.2,1.5,0.8,12.4,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2.0,0.0,2025,0
PHO,PF,25.0,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3,2025,0
PHI,C,21.0,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,2025,0
PHO,SG,28.0,19.3,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7,2025,0
TOR,PF,32.0,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9,2025,0
DEN,SG,23.0,16.0,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,6.2,1.9,8.0,0.144,0.8,-0.5,0.3,1.6,2025,0
NYK,SF,28.0,14.0,0.585,0.391,0.1,2.7,7.0,4.9,14.4,1.2,1.3,9.7,19.6,3.7,2.0,5.7,0.09,0.4,-0.9,-0.5,1.2,2025,0
CHO,PF,26.0,17.7,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28.0,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2.0,2025,0
WAS,PG,32.0,15.8,0.544,0.233,0.383,3.9,13.0,8.4,27.4,1.1,0.8,11.9,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,2025,0
HOU,SF,29.0,11.0,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,2.7,2.5,5.1,0.103,-1.4,0.0,-1.4,0.4,2025,0
NOP,SF,24.0,12.8,0.581,0.394,0.275,3.8,15.4,9.4,5.7,1.5,2.9,8.9,17.1,0.3,0.1,0.4,0.057,-2.2,-1.3,-3.5,-0.1,2025,0
2TM,PG,28.0,10.9,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1.0,10.4,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,2025,0
BOS,SF,28.0,17.8,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,2.3,2.9,5.2,0.115,0.4,-0.4,0.0,1.1,2025,0
NYK,PG,28.0,21.6,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1,2025,2
2TM,C,27.0,17.2,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,1.8,1.2,3.1,0.152,0.7,0.0,0.6,0.6,2025,0
MIA,SG,33.0,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5,2025,0
2TM,SG,24.0,15.6,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2.0,1.2,14.0,23.6,1.0,0.4,1.4,0.063,0.5,-1.5,-1.0,0.3,2025,0
CHI,SF,20.0,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2,2025,0
NOP,SF,25.0,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17.0,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,2025,0
ORL,SG,31.0,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,2025,0
POR,PF,24.0,12.5,0.572,0.503,0.176,7.2,12.1,9.6,9.6,2.2,1.8,12.4,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,2025,0
ATL,C,30.0,17.7,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1.0,0.3,2025,0
WAS,PG,19.0,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,2025,0
SAC,PG,22.0,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,2025,0
ORL,C,25.0,13.7,0.544,0.322,0.356,9.4,23.4,16.0,11.5,1.5,2.2,11.9,16.0,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3,2025,0
OKC,SG,30.0,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,2025,0
3TM,C,24.0,11.3,0.536,0.163,0.388,13.0,17.9,15.4,8.9,0.9,2.2,16.7,13.4,0.3,0.4,0.7,0.075,-4.0,-1.0,-5.0,-0.3,2025,0
SAS,SG,20.0,13.7,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26.0,0.1,1.0,1.1,0.025,-1.5,-1.7,-3.2,-0.6,2025,0
WAS,SF,23.0,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,2025,0
SAS,SF,23.0,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,2025,0
2TM,SG,21.0,10.4,0.57,0.532,0.258,2.0,11.2,6.7,9.2,1.5,1.3,11.8,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,2025,0
MEM,PF,28.0,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,2025,0
MIN,SG,23.0,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,2025,0
UTA,SG,32.0,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,2025,0
BRK,C,25.0,16.5,0.569,0.037,0.271,9.0,22.7,15.5,13.7,1.6,5.3,12.0,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,2025,0
POR,C,20.0,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4.0,0.144,-1.7,1.4,-0.3,0.6,2025,0
BRK,PF,20.0,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2.0,10.2,19.0,-0.3,0.8,0.5,0.023,-3.1,-1.0,-4.1,-0.5,2025,0
LAC,SG,27.0,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,2025,0
UTA,PG,20.0,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25.0,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,2025,0
UTA,PF,27.0,19.0,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1.0,0.9,2025,0
2TM,PF,27.0,16.0,0.605,0.351,0.258,11.1,19.9,15.6,15.6,1.4,2.6,15.1,17.1,1.7,1.0,2.7,0.132,-0.8,0.8,0.0,0.5,2025,0
MIN,PG,37.0,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3.0,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,2025,0
MIL,SG,32.0,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0,2025,0
WAS,SF,20.0,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8,2025,0
2TM,SF,34.0,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1.0,0.1,-0.9,0.1,2025,0
DET,PG,23.0,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,2025,1
CHO,SG,34.0,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,2025,0
GSW,PG,36.0,21.5,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,5.2,2.7,7.9,0.168,6.4,0.0,6.3,4.8,2025,2
ATL,SG,21.0,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2.0,13.6,18.2,1.3,3.7,5.0,0.093,-1.1,2.6,1.5,2.3,2025,0
ORL,SF,23.0,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1.0,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,2025,0
2TM,C,31.0,26.3,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6.0,9.5,30.4,3.7,3.0,6.7,0.188,3.9,1.5,5.4,3.2,2025,0
CHO,C,23.0,16.5,0.609,0.021,0.414,15.7,22.0,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0.0,2025,0
TOR,SG,21.0,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21.0,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,2025,0
OKC,C,21.0,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2.0,1.7,12.0,15.7,0.1,0.7,0.9,0.104,-2.0,1.1,-0.9,0.1,2025,0
MIN,PG,20.0,10.2,0.503,0.351,0.071,2.6,8.0,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,2025,0
DAL,PG,31.0,13.0,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,2025,0
2TM,PG,25.0,24.1,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13.0,33.9,3.5,2.4,5.9,0.16,5.5,1.2,6.7,3.9,2025,0
OKC,SF,25.0,11.3,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,2025,0
CHI,SG,25.0,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1,2025,0
PHI,PG,27.0,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,2025,0
PHI,C,31.0,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,2025,0
LAC,PG,30.0,11.3,0.531,0.513,0.05,3.4,12.4,8.0,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4.0,0.108,-2.8,3.4,0.6,1.2,2025,0
PHO,SF,22.0,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1.0,0.034,-2.9,-1.2,-4.1,-0.7,2025,0
PHO,PF,36.0,21.2,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,4.0,1.2,5.2,0.111,3.9,-0.7,3.2,3.0,2025,0
DET,C,21.0,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,2025,0
HOU,PF,23.0,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,0.169,1.0,2.6,3.6,2.0,2025,0
MEM,C,22.0,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,2025,0
MIN,SG,23.0,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,2025,2
PHI,SF,21.0,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11.0,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,2025,0
DAL,SF,24.0,11.3,0.597,0.4,0.096,4.0,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2.0,0.6,-1.4,0.1,2025,0
SAC,SG,25.0,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8.0,3.0,3.2,12.4,12.7,2.7,2.2,5.0,0.122,-0.1,2.0,1.9,1.9,2025,0
PHI,C,30.0,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,2025,0
2TM,C,27.0,15.6,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5.0,15.4,15.1,1.0,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,2025,0
BRK,SF,23.0,11.6,0.53,0.35,0.332,5.2,15.8,10.2,12.9,1.8,1.5,13.4,19.1,0.0,0.6,0.6,0.044,-3.0,-0.3,-3.2,-0.2,2025,0
DAL,PG,29.0,13.6,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13.0,19.6,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0.0,2025,0
UTA,C,21.0,14.9,0.594,0.425,0.276,8.0,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1.0,2.5,0.078,-0.6,-0.3,-1.0,0.4,2025,0
2TM,PF,31.0,10.1,0.604,0.722,0.103,5.0,10.4,7.7,6.9,1.6,1.2,11.0,12.3,1.5,1.4,2.9,0.078,-1.1,0.1,-1.0,0.5,2025,0
DET,SF,29.0,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,2025,0
2TM,PG,27.0,18.3,0.56,0.328,0.273,2.7,12.1,7.4,27.2,2.0,1.1,11.8,28.3,2.6,1.7,4.3,0.093,1.3,-1.0,0.4,1.3,2025,0
DAL,C,26.0,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8,2025,0
CLE,PG,25.0,19.9,0.6,0.451,0.217,2.3,7.6,5.0,32.2,1.9,0.4,12.8,27.2,5.8,2.3,8.1,0.169,3.9,-0.8,3.1,3.0,2025,0
UTA,PG,21.0,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1.0,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,2025,0
WAS,SG,21.0,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,2025,0
PHI,PF,34.0,14.5,0.543,0.47,0.17,2.0,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1.0,0.036,-0.5,0.1,-0.4,0.5,2025,0
CHO,C,39.0,10.8,0.515,0.021,0.211,13.0,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0.0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3,2025,0
CHI,PG,22.0,18.1,0.57,0.348,0.281,6.4,21.4,14.0,32.9,1.9,1.8,18.4,21.7,2.8,2.5,5.3,0.121,1.9,1.1,3.0,2.7,2025,0
OKC,PG,26.0,30.7,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3.0,8.6,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,2025,3
PHO,PG,25.0,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24.0,2.3,1.0,9.2,17.7,1.0,0.3,1.3,0.131,2.3,0.2,2.5,0.5,2025,0
MIN,C,32.0,18.3,0.687,0.0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13.0,6.1,4.0,10.1,0.204,0.6,1.3,1.9,2.4,2025,0
LAL,PG,26.0,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1.0,0.084,-1.7,0.8,-0.8,0.2,2025,0
DEN,PF,29.0,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,2025,0
PHI,SG,36.0,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,2025,0
POR,PF,30.0,10.9,0.523,0.516,0.289,1.8,10.0,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,2025,0
GSW,PF,34.0,12.4,0.534,0.483,0.289,3.9,19.0,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,2025,0
2TM,SG,31.0,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,2025,0
HOU,SG,22.0,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,2025,0
HOU,PF,38.0,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0.0,0.4,0.2,2025,0
CHO,SG,24.0,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,2025,0
2TM,SG,24.0,15.9,0.595,0.512,0.26,3.2,14.7,8.9,17.7,1.8,1.0,13.3,22.8,2.0,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,2025,0
ATL,PF,22.0,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2,2025,0
LAL,PF,26.0,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,2025,0
IND,PG,24.0,21.8,0.616,0.559,0.221,1.9,9.7,5.9,38.9,2.1,1.8,9.8,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,2025,1
DET,SG,32.0,9.8,0.567,0.672,0.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0.0,2025,0
LAC,PG,35.0,20.0,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2.0,18.0,29.6,4.0,4.3,8.3,0.143,3.5,0.8,4.3,4.4,2025,1
DAL,SG,22.0,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,2025,0
ORL,SG,30.0,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1.0,0.067,-3.9,1.2,-2.7,-0.1,2025,0
DET,PF,32.0,13.9,0.571,0.328,0.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,2025,0
OKC,C,26.0,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,2025,0
NYK,SG,29.0,16.5,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2.0,0.9,15.5,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,2025,0
BOS,PF,27.0,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1,2025,0
NOP,SG,22.0,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2,2025,0
LAL,C,24.0,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,2025,0
POR,PG,20.0,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,2025,0
MIA,SG,25.0,19.7,0.605,0.486,0.237,1.4,14.6,8.1,26.2,1.3,0.6,11.5,28.0,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,2025,0
GSW,SG,32.0,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5,2025,0
MIA,SF,28.0,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2.0,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,2025,0
HOU,PG,28.0,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,2025,0
BOS,PG,34.0,13.5,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,2.8,2.4,5.1,0.13,-0.3,1.0,0.7,1.3,2025,0
WAS,PF,31.0,19.8,0.695,0.022,0.432,12.0,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2.0,0.178,1.2,0.0,1.1,0.4,2025,0
OKC,C,22.0,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0,2025,0
2TM,SG,21.0,7.9,0.494,0.469,0.214,1.1,9.0,4.9,16.7,0.8,2.2,14.4,17.3,-0.2,0.1,-0.1,-0.015,-4.4,-2.5,-6.9,-0.4,2025,0
BOS,C,38.0,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3,2025,0
CHI,SG,24.0,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,2025,0
ORL,SF,22.0,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0,2025,0
ORL,SF,21.0,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,2025,0
2TM,SG,26.0,11.3,0.544,0.647,0.081,2.0,11.3,6.7,12.6,1.9,1.3,9.7,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2.0,0.0,2025,0
MEM,C,26.0,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7.0,1.0,6.9,9.3,19.6,1.6,1.0,2.5,0.162,2.5,1.0,3.5,1.1,2025,0
2TM,SF,27.0,15.9,0.623,0.509,0.333,2.7,13.4,8.1,7.5,1.4,0.7,8.6,22.8,3.0,1.4,4.4,0.122,1.2,-0.8,0.4,1.0,2025,0
PHO,PF,22.0,11.1,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,2025,0
NOP,SF,27.0,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3,2025,0
DAL,SG,32.0,19.9,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.4,1.3,4.6,0.124,3.9,-0.5,3.4,2.5,2025,0
ORL,PF,27.0,16.6,0.512,0.466,0.33,12.0,21.5,16.5,5.5,2.8,7.0,8.2,16.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,2025,0
DET,SG,22.0,14.7,0.569,0.373,0.281,5.0,10.3,7.6,19.7,1.5,1.2,16.1,26.0,0.3,0.8,1.2,0.062,0.8,-0.8,0.0,0.5,2025,0
MIL,SG,23.0,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3,2025,0
MEM,C,25.0,19.6,0.591,0.321,0.328,4.4,15.5,10.0,10.1,1.9,4.7,9.9,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,2025,0
IND,PG,26.0,14.7,0.58,0.328,0.328,4.1,8.7,6.4,18.6,2.6,1.2,10.3,17.7,0.6,0.4,1.0,0.126,-1.2,0.8,-0.3,0.2,2025,0
